ano,delito5,nacionalidad,valor
2022,6.3.-otros contra la seguridad colectiva,total,1746
2022,7. falsedades,espanoles,4209
2022,7. falsedades,extranjeros,6923
2022,7. falsedades,total,11132
2022,8. admon. publica,espanoles,250
2022,8. admon. publica,extranjeros,55
2022,8. admon. publica,total,305
2022,9. admon. justicia,espanoles,19982
2022,9. admon. justicia,extranjeros,7117
2022,9. admon. justicia,total,27099
2022,total infracciones penales,espanoles,336105
2022,total infracciones penales,extranjeros,172314
2022,total infracciones penales,total,508419
2023,1. contra las personas,espanoles,89116
2023,1. contra las personas,extranjeros,43216
2023,1. contra las personas,total,132332
2023,1.1.-homicidios dolosos/asesinatos,espanoles,1063
2023,1.1.-homicidios dolosos/asesinatos,extranjeros,568
2023,1.1.-homicidios dolosos/asesinatos,total,1631
2023,1.1.1.-homicidios dolosos/asesinatos consumados,espanoles,262
2023,1.1.1.-homicidios dolosos/asesinatos consumados,extranjeros,137
2023,1.1.1.-homicidios dolosos/asesinatos consumados,total,399
2023,1.2.-lesiones,espanoles,32060
2023,1.2.-lesiones,extranjeros,13538
2023,1.2.-lesiones,total,45598
2023,1.3.-malos tratos ambito familiar,espanoles,53655
2023,1.3.-malos tratos ambito familiar,extranjeros,27806
2023,1.3.-malos tratos ambito familiar,total,81461
2023,1.4.-otros contra las personas,espanoles,2338
2023,1.4.-otros contra las personas,extranjeros,1304
2023,1.4.-otros contra las personas,total,3642
2023,10. orden publico,espanoles,14649
2023,10. orden publico,extranjeros,9804
2023,10. orden publico,total,24453
2023,11. legislacion especial,espanoles,340
2023,11. legislacion especial,extranjeros,93
2023,11. legislacion especial,total,433
2023,12. otras infracciones penales,espanoles,4803
2023,12. otras infracciones penales,extranjeros,1771
2023,12. otras infracciones penales,total,6574
2023,2. contra la libertad,espanoles,42837
2023,2. contra la libertad,extranjeros,15586
2023,2. contra la libertad,total,58423
2023,2.1.-malos tratos habituales en el ambito familiar,espanoles,8520
2023,2.1.-malos tratos habituales en el ambito familiar,extranjeros,3565
2023,2.1.-malos tratos habituales en el ambito familiar,total,12085
2023,2.2.-otros contra la libertad,espanoles,34317
2023,2.2.-otros contra la libertad,extranjeros,12021
2023,2.2.-otros contra la libertad,total,46338
2023,3. libertad sexual,espanoles,8631
2023,3. libertad sexual,extranjeros,5136
2023,3. libertad sexual,total,13767
2023,3.1.-agresion sexual,espanoles,5107
2023,3.1.-agresion sexual,extranjeros,3125
2023,3.1.-agresion sexual,total,8232
2023,3.2.-agresion sexual con penetracion,espanoles,1834
2023,3.2.-agresion sexual con penetracion,extranjeros,1326
2023,3.2.-agresion sexual con penetracion,total,3160
2023,3.3.-corrupcion de menores o incapacitados,espanoles,155
2023,3.3.-corrupcion de menores o incapacitados,extranjeros,36
2023,3.3.-corrupcion de menores o incapacitados,total,191
2023,3.4.-pornografia de menores,espanoles,566
2023,3.4.-pornografia de menores,extranjeros,83
2023,3.4.-pornografia de menores,total,649
2023,3.5.-otros contra la libertad sexual,espanoles,969
2023,3.5.-otros contra la libertad sexual,extranjeros,566
2023,3.5.-otros contra la libertad sexual,total,1535
2023,4. relaciones familiares,espanoles,1825
2023,4. relaciones familiares,extranjeros,830
2023,4. relaciones familiares,total,2655
2023,5. patrimonio,espanoles,120405
2023,5. patrimonio,extranjeros,83969
2023,5. patrimonio,total,204374
2023,5.1.-hurtos,espanoles,48841
2023,5.1.-hurtos,extranjeros,40651
2023,5.1.-hurtos,total,89492
2023,5.2.-robos con fuerza en las cosas,espanoles,20198
2023,5.2.-robos con fuerza en las cosas,extranjeros,10668
2023,5.2.-robos con fuerza en las cosas,total,30866
2023,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,espanoles,4151
2023,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,extranjeros,2823
2023,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,6974
2023,5.2.2.-robos con fuerza en viviendas,espanoles,5233
2023,5.2.2.-robos con fuerza en viviendas,extranjeros,3489
2023,5.2.2.-robos con fuerza en viviendas,total,8722
2023,5.2.3.-robos con fuerza en establecimientos,espanoles,5450
2023,5.2.3.-robos con fuerza en establecimientos,extranjeros,2247
2023,5.2.3.-robos con fuerza en establecimientos,total,7697
2023,5.3.-robos con violencia o intimidacion,espanoles,10237
2023,5.3.-robos con violencia o intimidacion,extranjeros,10553
2023,5.3.-robos con violencia o intimidacion,total,20790
2023,5.3.1.-robos con violencia en via publica,espanoles,5202
2023,5.3.1.-robos con violencia en via publica,extranjeros,7044
2023,5.3.1.-robos con violencia en via publica,total,12246
2023,5.3.2.-robos con violencia en viviendas,espanoles,889
2023,5.3.2.-robos con violencia en viviendas,extranjeros,524
2023,5.3.2.-robos con violencia en viviendas,total,1413
2023,5.3.3.-robos con violencia en establecimientos,espanoles,3074
2023,5.3.3.-robos con violencia en establecimientos,extranjeros,1810
2023,5.3.3.-robos con violencia en establecimientos,total,4884
2023,5.4.-sustraccion de vehiculos,espanoles,2844
2023,5.4.-sustraccion de vehiculos,extranjeros,1104
2023,5.4.-sustraccion de vehiculos,total,3948
2023,5.5.-estafas,espanoles,16134
2023,5.5.-estafas,extranjeros,6001
2023,5.5.-estafas,total,22135
2023,5.5.1.-estafas informaticas,espanoles,7996
2023,5.5.1.-estafas informaticas,extranjeros,2466
2023,5.5.1.-estafas informaticas,total,10462
2023,5.6.-danos,espanoles,9077
2023,5.6.-danos,extranjeros,3529
2023,5.6.-danos,total,12606
2023,5.7.-contra la propiedad intelectual/industrial,espanoles,501
2023,5.7.-contra la propiedad intelectual/industrial,extranjeros,826
2023,5.7.-contra la propiedad intelectual/industrial,total,1327
2023,5.8.-blanqueo de capitales,espanoles,496
2023,5.8.-blanqueo de capitales,extranjeros,146
2023,5.8.-blanqueo de capitales,total,642
2023,5.9.-otros contra el patrimonio,espanoles,12077
2023,5.9.-otros contra el patrimonio,extranjeros,10491
2023,5.9.-otros contra el patrimonio,total,22568
2023,6. seguridad colectiva,espanoles,50360
2023,6. seguridad colectiva,extranjeros,21353
2023,6. seguridad colectiva,total,71713
2023,6.1.-trafico de drogas,espanoles,16653
2023,6.1.-trafico de drogas,extranjeros,9552
2023,6.1.-trafico de drogas,total,26205
2023,6.2.-contra la seguridad vial,espanoles,32292
2023,6.2.-contra la seguridad vial,extranjeros,11322
2023,6.2.-contra la seguridad vial,total,43614
2023,6.3.-otros contra la seguridad colectiva,espanoles,1415
2023,6.3.-otros contra la seguridad colectiva,extranjeros,479
2023,6.3.-otros contra la seguridad colectiva,total,1894
2023,7. falsedades,espanoles,4248
2023,7. falsedades,extranjeros,6876
2023,7. falsedades,total,11124
2023,8. admon. publica,espanoles,260
2023,8. admon. publica,extranjeros,37
2023,8. admon. publica,total,297
2023,9. admon. justicia,espanoles,22223
2023,9. admon. justicia,extranjeros,8425
2023,9. admon. justicia,total,30648
2023,total infracciones penales,espanoles,359697
2023,total infracciones penales,extranjeros,197096
2023,total infracciones penales,total,556793
