ano,region,tipo,valor,region_raw,tipo_raw
2013,NA,5.7.-contra la propiedad intelectual/industrial,1,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2012,NA,5.7.-contra la propiedad intelectual/industrial,0,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2011,NA,5.7.-contra la propiedad intelectual/industrial,0,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2010,NA,5.7.-contra la propiedad intelectual/industrial,1,EN EL EXTRANJERO,5.7.-Contra la propiedad intelectual/industrial
2023,NA,5.8.-blanqueo de capitales,18,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2022,NA,5.8.-blanqueo de capitales,6,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2021,NA,5.8.-blanqueo de capitales,0,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2020,NA,5.8.-blanqueo de capitales,3,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2019,NA,5.8.-blanqueo de capitales,8,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2018,NA,5.8.-blanqueo de capitales,6,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2017,NA,5.8.-blanqueo de capitales,9,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2016,NA,5.8.-blanqueo de capitales,11,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2015,NA,5.8.-blanqueo de capitales,12,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2014,NA,5.8.-blanqueo de capitales,5,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2013,NA,5.8.-blanqueo de capitales,9,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2012,NA,5.8.-blanqueo de capitales,3,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2011,NA,5.8.-blanqueo de capitales,6,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2010,NA,5.8.-blanqueo de capitales,0,EN EL EXTRANJERO,5.8.-Blanqueo de capitales
2023,NA,5.9.-otros contra el patrimonio,35,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2022,NA,5.9.-otros contra el patrimonio,24,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2021,NA,5.9.-otros contra el patrimonio,14,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2020,NA,5.9.-otros contra el patrimonio,19,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2019,NA,5.9.-otros contra el patrimonio,21,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2018,NA,5.9.-otros contra el patrimonio,36,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2017,NA,5.9.-otros contra el patrimonio,62,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2016,NA,5.9.-otros contra el patrimonio,23,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2015,NA,5.9.-otros contra el patrimonio,25,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2014,NA,5.9.-otros contra el patrimonio,26,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2013,NA,5.9.-otros contra el patrimonio,16,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2012,NA,5.9.-otros contra el patrimonio,26,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2011,NA,5.9.-otros contra el patrimonio,24,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2010,NA,5.9.-otros contra el patrimonio,15,EN EL EXTRANJERO,5.9.-Otros contra el patrimonio
2023,NA,6. seguridad colectiva,45,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2022,NA,6. seguridad colectiva,23,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2021,NA,6. seguridad colectiva,23,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2020,NA,6. seguridad colectiva,24,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2019,NA,6. seguridad colectiva,12,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2018,NA,6. seguridad colectiva,10,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2017,NA,6. seguridad colectiva,11,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2016,NA,6. seguridad colectiva,13,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2015,NA,6. seguridad colectiva,16,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2014,NA,6. seguridad colectiva,24,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2013,NA,6. seguridad colectiva,6,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2012,NA,6. seguridad colectiva,11,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2011,NA,6. seguridad colectiva,15,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2010,NA,6. seguridad colectiva,6,EN EL EXTRANJERO,6. SEGURIDAD COLECTIVA
2023,NA,6.1.-trafico de drogas,41,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2022,NA,6.1.-trafico de drogas,22,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2021,NA,6.1.-trafico de drogas,23,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2020,NA,6.1.-trafico de drogas,22,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2019,NA,6.1.-trafico de drogas,12,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2018,NA,6.1.-trafico de drogas,10,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2017,NA,6.1.-trafico de drogas,10,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2016,NA,6.1.-trafico de drogas,12,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2015,NA,6.1.-trafico de drogas,16,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2014,NA,6.1.-trafico de drogas,18,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2013,NA,6.1.-trafico de drogas,5,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2012,NA,6.1.-trafico de drogas,3,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2011,NA,6.1.-trafico de drogas,14,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2010,NA,6.1.-trafico de drogas,3,EN EL EXTRANJERO,6.1.-Tráfico de drogas
2023,NA,6.2.-contra la seguridad vial,1,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2022,NA,6.2.-contra la seguridad vial,1,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2021,NA,6.2.-contra la seguridad vial,0,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2020,NA,6.2.-contra la seguridad vial,0,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2019,NA,6.2.-contra la seguridad vial,0,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2018,NA,6.2.-contra la seguridad vial,0,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2017,NA,6.2.-contra la seguridad vial,0,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2016,NA,6.2.-contra la seguridad vial,1,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2015,NA,6.2.-contra la seguridad vial,0,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2014,NA,6.2.-contra la seguridad vial,5,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2013,NA,6.2.-contra la seguridad vial,0,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2012,NA,6.2.-contra la seguridad vial,7,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2011,NA,6.2.-contra la seguridad vial,1,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2010,NA,6.2.-contra la seguridad vial,3,EN EL EXTRANJERO,6.2.-Contra la seguridad vial
2023,NA,6.3.-otros contra la seguridad colectiva,3,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2022,NA,6.3.-otros contra la seguridad colectiva,0,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2021,NA,6.3.-otros contra la seguridad colectiva,0,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2020,NA,6.3.-otros contra la seguridad colectiva,2,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2019,NA,6.3.-otros contra la seguridad colectiva,0,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2018,NA,6.3.-otros contra la seguridad colectiva,0,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2017,NA,6.3.-otros contra la seguridad colectiva,1,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2016,NA,6.3.-otros contra la seguridad colectiva,0,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2015,NA,6.3.-otros contra la seguridad colectiva,0,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2014,NA,6.3.-otros contra la seguridad colectiva,1,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2013,NA,6.3.-otros contra la seguridad colectiva,1,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2012,NA,6.3.-otros contra la seguridad colectiva,1,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2011,NA,6.3.-otros contra la seguridad colectiva,0,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2010,NA,6.3.-otros contra la seguridad colectiva,0,EN EL EXTRANJERO,6.3.-Otros contra la seguridad colectiva
2023,NA,7. falsedades,25,EN EL EXTRANJERO,7. FALSEDADES
2022,NA,7. falsedades,14,EN EL EXTRANJERO,7. FALSEDADES
2021,NA,7. falsedades,14,EN EL EXTRANJERO,7. FALSEDADES
2020,NA,7. falsedades,51,EN EL EXTRANJERO,7. FALSEDADES
2019,NA,7. falsedades,159,EN EL EXTRANJERO,7. FALSEDADES
2018,NA,7. falsedades,298,EN EL EXTRANJERO,7. FALSEDADES
2017,NA,7. falsedades,553,EN EL EXTRANJERO,7. FALSEDADES
2016,NA,7. falsedades,398,EN EL EXTRANJERO,7. FALSEDADES
2015,NA,7. falsedades,378,EN EL EXTRANJERO,7. FALSEDADES
2014,NA,7. falsedades,396,EN EL EXTRANJERO,7. FALSEDADES
2013,NA,7. falsedades,338,EN EL EXTRANJERO,7. FALSEDADES
2012,NA,7. falsedades,210,EN EL EXTRANJERO,7. FALSEDADES
2011,NA,7. falsedades,129,EN EL EXTRANJERO,7. FALSEDADES
2010,NA,7. falsedades,151,EN EL EXTRANJERO,7. FALSEDADES
2023,NA,8. admon. publica,0,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2022,NA,8. admon. publica,1,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2021,NA,8. admon. publica,0,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2020,NA,8. admon. publica,3,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2019,NA,8. admon. publica,0,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2018,NA,8. admon. publica,1,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2017,NA,8. admon. publica,1,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2016,NA,8. admon. publica,4,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2015,NA,8. admon. publica,1,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2014,NA,8. admon. publica,0,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2013,NA,8. admon. publica,0,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2012,NA,8. admon. publica,0,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2011,NA,8. admon. publica,0,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2010,NA,8. admon. publica,0,EN EL EXTRANJERO,8. ADMÓN. PÚBLICA
2023,NA,9. admon. justicia,25,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2022,NA,9. admon. justicia,21,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2021,NA,9. admon. justicia,17,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2020,NA,9. admon. justicia,18,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2019,NA,9. admon. justicia,31,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2018,NA,9. admon. justicia,27,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2017,NA,9. admon. justicia,27,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2016,NA,9. admon. justicia,23,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2015,NA,9. admon. justicia,18,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2014,NA,9. admon. justicia,26,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2013,NA,9. admon. justicia,15,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2012,NA,9. admon. justicia,9,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2011,NA,9. admon. justicia,6,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2010,NA,9. admon. justicia,14,EN EL EXTRANJERO,9. ADMÓN. JUSTICIA
2023,NA,10. orden publico,27,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2022,NA,10. orden publico,10,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2021,NA,10. orden publico,7,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2020,NA,10. orden publico,5,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2019,NA,10. orden publico,4,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2018,NA,10. orden publico,2,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2017,NA,10. orden publico,3,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2016,NA,10. orden publico,4,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2015,NA,10. orden publico,4,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2014,NA,10. orden publico,6,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2013,NA,10. orden publico,3,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2012,NA,10. orden publico,4,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2011,NA,10. orden publico,3,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2010,NA,10. orden publico,2,EN EL EXTRANJERO,10. ORDEN PÚBLICO
2023,NA,11. legislacion especial,0,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2022,NA,11. legislacion especial,1,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2021,NA,11. legislacion especial,1,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2020,NA,11. legislacion especial,0,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2019,NA,11. legislacion especial,2,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2018,NA,11. legislacion especial,0,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2017,NA,11. legislacion especial,0,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2016,NA,11. legislacion especial,0,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2015,NA,11. legislacion especial,0,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2014,NA,11. legislacion especial,0,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2013,NA,11. legislacion especial,0,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2012,NA,11. legislacion especial,0,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2011,NA,11. legislacion especial,1,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2010,NA,11. legislacion especial,0,EN EL EXTRANJERO,11. LEGISLACIÓN ESPECIAL
2023,NA,12. otras infracciones penales,11,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2022,NA,12. otras infracciones penales,12,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2021,NA,12. otras infracciones penales,5,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2020,NA,12. otras infracciones penales,9,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2019,NA,12. otras infracciones penales,14,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2018,NA,12. otras infracciones penales,10,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2017,NA,12. otras infracciones penales,7,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2016,NA,12. otras infracciones penales,4,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2015,NA,12. otras infracciones penales,13,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2014,NA,12. otras infracciones penales,5,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2013,NA,12. otras infracciones penales,4,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2012,NA,12. otras infracciones penales,5,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2011,NA,12. otras infracciones penales,2,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2010,NA,12. otras infracciones penales,4,EN EL EXTRANJERO,12. OTRAS INFRACCIONES PENALES
2023,NA,total infracciones penales,1113,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2022,NA,total infracciones penales,1102,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2021,NA,total infracciones penales,741,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2020,NA,total infracciones penales,801,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2019,NA,total infracciones penales,1192,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2018,NA,total infracciones penales,1082,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2017,NA,total infracciones penales,1498,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2016,NA,total infracciones penales,1275,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2015,NA,total infracciones penales,1285,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2014,NA,total infracciones penales,1234,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2013,NA,total infracciones penales,1214,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2012,NA,total infracciones penales,988,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2011,NA,total infracciones penales,913,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2010,NA,total infracciones penales,823,EN EL EXTRANJERO,TOTAL INFRACCIONES PENALES
2023,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2022,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2021,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2020,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2019,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2018,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2017,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2016,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2015,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2014,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2013,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2012,NA,1. contra las personas,0,DESCONOCIDA,1. CONTRA LAS PERSONAS
2011,NA,1. contra las personas,6,DESCONOCIDA,1. CONTRA LAS PERSONAS
2010,NA,1. contra las personas,6,DESCONOCIDA,1. CONTRA LAS PERSONAS
2023,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2022,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2021,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2020,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2019,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2018,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2017,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2016,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2015,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2014,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2013,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2012,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2011,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2010,NA,1.1.-homicidios dolosos/asesinatos,0,DESCONOCIDA,1.1.-Homicidios dolosos/asesinatos
2023,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2022,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2021,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2020,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2019,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2018,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2017,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2016,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2015,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2014,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2013,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2012,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2011,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2010,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,DESCONOCIDA,1.1.1.-Homicidios dolosos/asesinatos consumados
2023,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2022,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2021,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2020,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2019,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2018,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2017,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2016,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2015,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2014,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2013,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2012,NA,1.2.-lesiones,0,DESCONOCIDA,1.2.-Lesiones
2011,NA,1.2.-lesiones,1,DESCONOCIDA,1.2.-Lesiones
2010,NA,1.2.-lesiones,5,DESCONOCIDA,1.2.-Lesiones
2023,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2022,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2021,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2020,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2019,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2018,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2017,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2016,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2015,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2014,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2013,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2012,NA,1.3.-malos tratos ambito familiar,0,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2011,NA,1.3.-malos tratos ambito familiar,3,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2010,NA,1.3.-malos tratos ambito familiar,1,DESCONOCIDA,1.3.-Malos tratos ámbito familiar
2023,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2022,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2021,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2020,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2019,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2018,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2017,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2016,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2015,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2014,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2013,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2012,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2011,NA,1.4.-otros contra las personas,2,DESCONOCIDA,1.4.-Otros contra las personas
2010,NA,1.4.-otros contra las personas,0,DESCONOCIDA,1.4.-Otros contra las personas
2023,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
2022,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
2021,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
2020,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
2019,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
2018,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
2017,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
2016,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
2015,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
