ano,region,tipo,valor,region_raw,tipo_raw
2011,NA,6.3.-otros contra la seguridad colectiva,1702,TOTAL NACIONAL,6.3.-Otros contra la seguridad colectiva
2010,NA,6.3.-otros contra la seguridad colectiva,1984,TOTAL NACIONAL,6.3.-Otros contra la seguridad colectiva
2023,NA,7. falsedades,15783,TOTAL NACIONAL,7. FALSEDADES
2022,NA,7. falsedades,15190,TOTAL NACIONAL,7. FALSEDADES
2021,NA,7. falsedades,14417,TOTAL NACIONAL,7. FALSEDADES
2020,NA,7. falsedades,11492,TOTAL NACIONAL,7. FALSEDADES
2019,NA,7. falsedades,14629,TOTAL NACIONAL,7. FALSEDADES
2018,NA,7. falsedades,14042,TOTAL NACIONAL,7. FALSEDADES
2017,NA,7. falsedades,12764,TOTAL NACIONAL,7. FALSEDADES
2016,NA,7. falsedades,12378,TOTAL NACIONAL,7. FALSEDADES
2015,NA,7. falsedades,11438,TOTAL NACIONAL,7. FALSEDADES
2014,NA,7. falsedades,11383,TOTAL NACIONAL,7. FALSEDADES
2013,NA,7. falsedades,11173,TOTAL NACIONAL,7. FALSEDADES
2012,NA,7. falsedades,11745,TOTAL NACIONAL,7. FALSEDADES
2011,NA,7. falsedades,11860,TOTAL NACIONAL,7. FALSEDADES
2010,NA,7. falsedades,11343,TOTAL NACIONAL,7. FALSEDADES
2023,NA,8. admon. publica,353,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2022,NA,8. admon. publica,363,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2021,NA,8. admon. publica,407,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2020,NA,8. admon. publica,231,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2019,NA,8. admon. publica,327,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2018,NA,8. admon. publica,447,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2017,NA,8. admon. publica,532,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2016,NA,8. admon. publica,418,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2015,NA,8. admon. publica,384,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2014,NA,8. admon. publica,426,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2013,NA,8. admon. publica,310,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2012,NA,8. admon. publica,238,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2011,NA,8. admon. publica,268,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2010,NA,8. admon. publica,345,TOTAL NACIONAL,8. ADMÓN. PÚBLICA
2023,NA,9. admon. justicia,40110,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2022,NA,9. admon. justicia,35972,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2021,NA,9. admon. justicia,31841,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2020,NA,9. admon. justicia,29679,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2019,NA,9. admon. justicia,30472,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2018,NA,9. admon. justicia,28851,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2017,NA,9. admon. justicia,27356,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2016,NA,9. admon. justicia,26178,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2015,NA,9. admon. justicia,25917,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2014,NA,9. admon. justicia,26405,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2013,NA,9. admon. justicia,26383,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2012,NA,9. admon. justicia,26279,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2011,NA,9. admon. justicia,27459,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2010,NA,9. admon. justicia,26593,TOTAL NACIONAL,9. ADMÓN. JUSTICIA
2023,NA,10. orden publico,27986,TOTAL NACIONAL,10. ORDEN PÚBLICO
2022,NA,10. orden publico,26520,TOTAL NACIONAL,10. ORDEN PÚBLICO
2021,NA,10. orden publico,25517,TOTAL NACIONAL,10. ORDEN PÚBLICO
2020,NA,10. orden publico,28039,TOTAL NACIONAL,10. ORDEN PÚBLICO
2019,NA,10. orden publico,20350,TOTAL NACIONAL,10. ORDEN PÚBLICO
2018,NA,10. orden publico,18781,TOTAL NACIONAL,10. ORDEN PÚBLICO
2017,NA,10. orden publico,18235,TOTAL NACIONAL,10. ORDEN PÚBLICO
2016,NA,10. orden publico,17642,TOTAL NACIONAL,10. ORDEN PÚBLICO
2015,NA,10. orden publico,21118,TOTAL NACIONAL,10. ORDEN PÚBLICO
2014,NA,10. orden publico,26958,TOTAL NACIONAL,10. ORDEN PÚBLICO
2013,NA,10. orden publico,29157,TOTAL NACIONAL,10. ORDEN PÚBLICO
2012,NA,10. orden publico,30724,TOTAL NACIONAL,10. ORDEN PÚBLICO
2011,NA,10. orden publico,32851,TOTAL NACIONAL,10. ORDEN PÚBLICO
2010,NA,10. orden publico,31038,TOTAL NACIONAL,10. ORDEN PÚBLICO
2023,NA,11. legislacion especial,392,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2022,NA,11. legislacion especial,287,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2021,NA,11. legislacion especial,289,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2020,NA,11. legislacion especial,270,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2019,NA,11. legislacion especial,259,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2018,NA,11. legislacion especial,193,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2017,NA,11. legislacion especial,152,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2016,NA,11. legislacion especial,131,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2015,NA,11. legislacion especial,180,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2014,NA,11. legislacion especial,188,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2013,NA,11. legislacion especial,261,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2012,NA,11. legislacion especial,257,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2011,NA,11. legislacion especial,262,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2010,NA,11. legislacion especial,212,TOTAL NACIONAL,11. LEGISLACIÓN ESPECIAL
2023,NA,12. otras infracciones penales,8178,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2022,NA,12. otras infracciones penales,7283,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2021,NA,12. otras infracciones penales,7117,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2020,NA,12. otras infracciones penales,6686,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2019,NA,12. otras infracciones penales,7058,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2018,NA,12. otras infracciones penales,6776,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2017,NA,12. otras infracciones penales,6942,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2016,NA,12. otras infracciones penales,7435,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2015,NA,12. otras infracciones penales,6247,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2014,NA,12. otras infracciones penales,4989,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2013,NA,12. otras infracciones penales,4891,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2012,NA,12. otras infracciones penales,4369,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2011,NA,12. otras infracciones penales,4383,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2010,NA,12. otras infracciones penales,4892,TOTAL NACIONAL,12. OTRAS INFRACCIONES PENALES
2023,NA,total infracciones penales,845845,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2022,NA,total infracciones penales,771302,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2021,NA,total infracciones penales,685383,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2020,NA,total infracciones penales,616665,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2019,NA,total infracciones penales,702544,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2018,NA,total infracciones penales,673594,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2017,NA,total infracciones penales,654821,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2016,NA,total infracciones penales,641353,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2015,NA,total infracciones penales,659787,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2014,NA,total infracciones penales,715357,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2013,NA,total infracciones penales,736368,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2012,NA,total infracciones penales,728929,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2011,NA,total infracciones penales,736175,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2010,NA,total infracciones penales,724995,TOTAL NACIONAL,TOTAL INFRACCIONES PENALES
2023,NA,1. contra las personas,165,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2022,NA,1. contra las personas,152,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2021,NA,1. contra las personas,96,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2020,NA,1. contra las personas,96,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2019,NA,1. contra las personas,156,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2018,NA,1. contra las personas,127,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2017,NA,1. contra las personas,119,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2016,NA,1. contra las personas,114,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2015,NA,1. contra las personas,162,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2014,NA,1. contra las personas,153,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2013,NA,1. contra las personas,122,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2012,NA,1. contra las personas,144,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2011,NA,1. contra las personas,113,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2010,NA,1. contra las personas,100,EN EL EXTRANJERO,1. CONTRA LAS PERSONAS
2023,NA,1.1.-homicidios dolosos/asesinatos,1,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2022,NA,1.1.-homicidios dolosos/asesinatos,1,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2021,NA,1.1.-homicidios dolosos/asesinatos,0,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2020,NA,1.1.-homicidios dolosos/asesinatos,0,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2019,NA,1.1.-homicidios dolosos/asesinatos,2,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2018,NA,1.1.-homicidios dolosos/asesinatos,1,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2017,NA,1.1.-homicidios dolosos/asesinatos,1,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2016,NA,1.1.-homicidios dolosos/asesinatos,0,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2015,NA,1.1.-homicidios dolosos/asesinatos,1,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2014,NA,1.1.-homicidios dolosos/asesinatos,0,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2013,NA,1.1.-homicidios dolosos/asesinatos,1,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2012,NA,1.1.-homicidios dolosos/asesinatos,2,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2011,NA,1.1.-homicidios dolosos/asesinatos,1,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2010,NA,1.1.-homicidios dolosos/asesinatos,1,EN EL EXTRANJERO,1.1.-Homicidios dolosos/asesinatos
2023,NA,1.1.1.-homicidios dolosos/asesinatos consumados,1,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2022,NA,1.1.1.-homicidios dolosos/asesinatos consumados,1,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2021,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2020,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2019,NA,1.1.1.-homicidios dolosos/asesinatos consumados,1,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2018,NA,1.1.1.-homicidios dolosos/asesinatos consumados,1,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2017,NA,1.1.1.-homicidios dolosos/asesinatos consumados,1,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2016,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2015,NA,1.1.1.-homicidios dolosos/asesinatos consumados,1,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2014,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2013,NA,1.1.1.-homicidios dolosos/asesinatos consumados,1,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2012,NA,1.1.1.-homicidios dolosos/asesinatos consumados,2,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2011,NA,1.1.1.-homicidios dolosos/asesinatos consumados,0,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2010,NA,1.1.1.-homicidios dolosos/asesinatos consumados,1,EN EL EXTRANJERO,1.1.1.-Homicidios dolosos/asesinatos consumados
2023,NA,1.2.-lesiones,7,EN EL EXTRANJERO,1.2.-Lesiones
2022,NA,1.2.-lesiones,14,EN EL EXTRANJERO,1.2.-Lesiones
2021,NA,1.2.-lesiones,7,EN EL EXTRANJERO,1.2.-Lesiones
2020,NA,1.2.-lesiones,12,EN EL EXTRANJERO,1.2.-Lesiones
2019,NA,1.2.-lesiones,16,EN EL EXTRANJERO,1.2.-Lesiones
2018,NA,1.2.-lesiones,8,EN EL EXTRANJERO,1.2.-Lesiones
2017,NA,1.2.-lesiones,12,EN EL EXTRANJERO,1.2.-Lesiones
2016,NA,1.2.-lesiones,8,EN EL EXTRANJERO,1.2.-Lesiones
2015,NA,1.2.-lesiones,10,EN EL EXTRANJERO,1.2.-Lesiones
2014,NA,1.2.-lesiones,15,EN EL EXTRANJERO,1.2.-Lesiones
2013,NA,1.2.-lesiones,14,EN EL EXTRANJERO,1.2.-Lesiones
2012,NA,1.2.-lesiones,26,EN EL EXTRANJERO,1.2.-Lesiones
2011,NA,1.2.-lesiones,5,EN EL EXTRANJERO,1.2.-Lesiones
2010,NA,1.2.-lesiones,8,EN EL EXTRANJERO,1.2.-Lesiones
2023,NA,1.3.-malos tratos ambito familiar,156,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2022,NA,1.3.-malos tratos ambito familiar,136,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2021,NA,1.3.-malos tratos ambito familiar,88,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2020,NA,1.3.-malos tratos ambito familiar,84,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2019,NA,1.3.-malos tratos ambito familiar,138,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2018,NA,1.3.-malos tratos ambito familiar,117,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2017,NA,1.3.-malos tratos ambito familiar,106,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2016,NA,1.3.-malos tratos ambito familiar,105,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2015,NA,1.3.-malos tratos ambito familiar,106,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2014,NA,1.3.-malos tratos ambito familiar,72,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2013,NA,1.3.-malos tratos ambito familiar,57,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2012,NA,1.3.-malos tratos ambito familiar,62,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2011,NA,1.3.-malos tratos ambito familiar,67,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2010,NA,1.3.-malos tratos ambito familiar,49,EN EL EXTRANJERO,1.3.-Malos tratos ámbito familiar
2023,NA,1.4.-otros contra las personas,1,EN EL EXTRANJERO,1.4.-Otros contra las personas
2022,NA,1.4.-otros contra las personas,1,EN EL EXTRANJERO,1.4.-Otros contra las personas
2021,NA,1.4.-otros contra las personas,1,EN EL EXTRANJERO,1.4.-Otros contra las personas
2020,NA,1.4.-otros contra las personas,0,EN EL EXTRANJERO,1.4.-Otros contra las personas
2019,NA,1.4.-otros contra las personas,0,EN EL EXTRANJERO,1.4.-Otros contra las personas
2018,NA,1.4.-otros contra las personas,1,EN EL EXTRANJERO,1.4.-Otros contra las personas
2017,NA,1.4.-otros contra las personas,0,EN EL EXTRANJERO,1.4.-Otros contra las personas
2016,NA,1.4.-otros contra las personas,1,EN EL EXTRANJERO,1.4.-Otros contra las personas
2015,NA,1.4.-otros contra las personas,45,EN EL EXTRANJERO,1.4.-Otros contra las personas
2014,NA,1.4.-otros contra las personas,66,EN EL EXTRANJERO,1.4.-Otros contra las personas
2013,NA,1.4.-otros contra las personas,50,EN EL EXTRANJERO,1.4.-Otros contra las personas
2012,NA,1.4.-otros contra las personas,54,EN EL EXTRANJERO,1.4.-Otros contra las personas
2011,NA,1.4.-otros contra las personas,40,EN EL EXTRANJERO,1.4.-Otros contra las personas
2010,NA,1.4.-otros contra las personas,42,EN EL EXTRANJERO,1.4.-Otros contra las personas
2023,NA,2. contra la libertad,74,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2022,NA,2. contra la libertad,75,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2021,NA,2. contra la libertad,80,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2020,NA,2. contra la libertad,85,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2019,NA,2. contra la libertad,94,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2018,NA,2. contra la libertad,81,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2017,NA,2. contra la libertad,88,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2016,NA,2. contra la libertad,104,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2015,NA,2. contra la libertad,53,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2014,NA,2. contra la libertad,44,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2013,NA,2. contra la libertad,38,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2012,NA,2. contra la libertad,41,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2011,NA,2. contra la libertad,45,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2010,NA,2. contra la libertad,36,EN EL EXTRANJERO,2. CONTRA LA LIBERTAD
2023,NA,2.1.-malos tratos habituales en el ambito familiar,14,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2022,NA,2.1.-malos tratos habituales en el ambito familiar,19,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2021,NA,2.1.-malos tratos habituales en el ambito familiar,13,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2020,NA,2.1.-malos tratos habituales en el ambito familiar,16,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2019,NA,2.1.-malos tratos habituales en el ambito familiar,10,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2018,NA,2.1.-malos tratos habituales en el ambito familiar,10,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2017,NA,2.1.-malos tratos habituales en el ambito familiar,12,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2016,NA,2.1.-malos tratos habituales en el ambito familiar,16,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2015,NA,2.1.-malos tratos habituales en el ambito familiar,8,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2014,NA,2.1.-malos tratos habituales en el ambito familiar,7,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2013,NA,2.1.-malos tratos habituales en el ambito familiar,7,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2012,NA,2.1.-malos tratos habituales en el ambito familiar,17,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2011,NA,2.1.-malos tratos habituales en el ambito familiar,17,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2010,NA,2.1.-malos tratos habituales en el ambito familiar,17,EN EL EXTRANJERO,2.1.-Malos tratos habituales en el ámbito familiar
2023,NA,2.2.-otros contra la libertad,60,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2022,NA,2.2.-otros contra la libertad,56,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2021,NA,2.2.-otros contra la libertad,67,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2020,NA,2.2.-otros contra la libertad,69,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2019,NA,2.2.-otros contra la libertad,84,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2018,NA,2.2.-otros contra la libertad,71,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2017,NA,2.2.-otros contra la libertad,76,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2016,NA,2.2.-otros contra la libertad,88,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2015,NA,2.2.-otros contra la libertad,45,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2014,NA,2.2.-otros contra la libertad,37,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2013,NA,2.2.-otros contra la libertad,31,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2012,NA,2.2.-otros contra la libertad,24,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2011,NA,2.2.-otros contra la libertad,28,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2010,NA,2.2.-otros contra la libertad,19,EN EL EXTRANJERO,2.2.-Otros contra la libertad
2023,NA,3. libertad sexual,47,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2022,NA,3. libertad sexual,43,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2021,NA,3. libertad sexual,31,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2020,NA,3. libertad sexual,21,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2019,NA,3. libertad sexual,48,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2018,NA,3. libertad sexual,25,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2017,NA,3. libertad sexual,27,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2016,NA,3. libertad sexual,14,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2015,NA,3. libertad sexual,9,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2014,NA,3. libertad sexual,15,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2013,NA,3. libertad sexual,6,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2012,NA,3. libertad sexual,14,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2011,NA,3. libertad sexual,20,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2010,NA,3. libertad sexual,10,EN EL EXTRANJERO,3. LIBERTAD SEXUAL
2023,NA,3.1.-agresion sexual,24,EN EL EXTRANJERO,3.1.-Agresión sexual
2022,NA,3.1.-agresion sexual,30,EN EL EXTRANJERO,3.1.-Agresión sexual
2021,NA,3.1.-agresion sexual,22,EN EL EXTRANJERO,3.1.-Agresión sexual
2020,NA,3.1.-agresion sexual,11,EN EL EXTRANJERO,3.1.-Agresión sexual
2019,NA,3.1.-agresion sexual,19,EN EL EXTRANJERO,3.1.-Agresión sexual
2018,NA,3.1.-agresion sexual,13,EN EL EXTRANJERO,3.1.-Agresión sexual
2017,NA,3.1.-agresion sexual,14,EN EL EXTRANJERO,3.1.-Agresión sexual
2016,NA,3.1.-agresion sexual,9,EN EL EXTRANJERO,3.1.-Agresión sexual
2015,NA,3.1.-agresion sexual,5,EN EL EXTRANJERO,3.1.-Agresión sexual
2014,NA,3.1.-agresion sexual,5,EN EL EXTRANJERO,3.1.-Agresión sexual
2013,NA,3.1.-agresion sexual,2,EN EL EXTRANJERO,3.1.-Agresión sexual
2012,NA,3.1.-agresion sexual,9,EN EL EXTRANJERO,3.1.-Agresión sexual
2011,NA,3.1.-agresion sexual,6,EN EL EXTRANJERO,3.1.-Agresión sexual
2010,NA,3.1.-agresion sexual,5,EN EL EXTRANJERO,3.1.-Agresión sexual
2023,NA,3.2.-agresion sexual con penetracion,21,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2022,NA,3.2.-agresion sexual con penetracion,11,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2021,NA,3.2.-agresion sexual con penetracion,8,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2020,NA,3.2.-agresion sexual con penetracion,7,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2019,NA,3.2.-agresion sexual con penetracion,18,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2018,NA,3.2.-agresion sexual con penetracion,7,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2017,NA,3.2.-agresion sexual con penetracion,11,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2016,NA,3.2.-agresion sexual con penetracion,3,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2015,NA,3.2.-agresion sexual con penetracion,2,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2014,NA,3.2.-agresion sexual con penetracion,4,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2013,NA,3.2.-agresion sexual con penetracion,3,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2012,NA,3.2.-agresion sexual con penetracion,2,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2011,NA,3.2.-agresion sexual con penetracion,8,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2010,NA,3.2.-agresion sexual con penetracion,3,EN EL EXTRANJERO,3.2.-Agresión sexual con penetración
2023,NA,3.3.-corrupcion de menores o incapacitados,0,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2022,NA,3.3.-corrupcion de menores o incapacitados,0,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2021,NA,3.3.-corrupcion de menores o incapacitados,1,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2020,NA,3.3.-corrupcion de menores o incapacitados,0,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2019,NA,3.3.-corrupcion de menores o incapacitados,0,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2018,NA,3.3.-corrupcion de menores o incapacitados,0,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
2017,NA,3.3.-corrupcion de menores o incapacitados,0,EN EL EXTRANJERO,3.3.-Corrupción de menores o incapacitados
