STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,HU,Hungary,2019,,10160,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,HU,Hungary,2020,,10130,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,HU,Hungary,2021,,10590,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,HU,Hungary,2022,,11230,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,HU,Hungary,2023,,11270,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2010,,26870,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2011,,26640,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2012,,26140,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2013,,25840,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2014,,26330,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2015,,26890,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2016,,27720,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2017,,28320,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2018,,29450,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2019,,30030,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2020,,28370,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2021,,30370,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2022,,32250,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IE,Ireland,2023,,33250,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2010,,39130,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2011,,39950,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2012,,39990,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2013,,39880,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2014,,40110,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2015,,40610,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2016,,41570,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2017,,42900,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2018,,43490,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2019,,43530,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2020,,42990,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2021,,44940,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2022,,46390,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IS,Iceland,2023,,45730,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2010,,24380,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2011,,24190,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2012,,23330,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2013,,22820,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2014,,22830,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2015,,23180,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2016,,23430,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2017,,23710,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2018,,23850,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2019,,23880,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2020,,22080,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2021,,23280,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2022,,24290,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,IT,Italy,2023,,24410,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2010,,9670,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2011,,10180,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2012,,10580,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2013,,11000,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2014,,11440,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2015,,11930,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2016,,12430,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2017,,12880,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2018,,13360,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2019,,13690,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2020,,13310,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2021,,14170,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2022,,14300,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LT,Lithuania,2023,,14060,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2010,,50240,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2011,,50080,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2012,,50350,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2013,,49970,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2014,,49980,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2015,,50320,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2016,,50330,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2017,,50890,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2018,,51810,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2019,,51930,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2020,,49850,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2021,,53450,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2022,,55260,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LU,Luxembourg,2023,,55210,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2010,,8510,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2011,,8740,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2012,,9250,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2013,,9870,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2014,,10120,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2015,,10390,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2016,,10860,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2017,,11300,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2018,,11750,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2019,,11980,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2020,,11750,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2021,,12660,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2022,,13200,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,LV,Latvia,2023,,13370,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2010,,6040,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2011,,6050,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2012,,5900,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2013,,5980,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2014,,6130,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2015,,6260,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2016,,6540,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2017,,6720,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2018,,7060,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2019,,7240,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2020,,6990,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2021,,7250,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2022,,7850,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,ME,Montenegro,2023,,8100,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2010,,4000,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2011,,3860,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2012,,3930,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2013,,4010,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2014,,4110,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2015,,4300,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2016,,4410,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2017,,4480,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2018,,4650,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2019,,4850,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2020,,4830,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2021,,5230,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2022,,5440,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MK,North Macedonia,2023,,5490,,e,estimated,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CLV20_EUR_HAB,"Chain linked volumes (2020), euro per capita",P3,Final consumption expenditure,MT,Malta,2010,,14600,,,,,
