Comunidades autónomas;Tipología penal;periodo;Total
RIOJA (LA);5.3.-Robos con violencia o intimidación;2012;84
RIOJA (LA);5.3.-Robos con violencia o intimidación;2011;100
RIOJA (LA);5.3.-Robos con violencia o intimidación;2010;116
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2023;36
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2022;33
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2021;33
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2020;34
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2019;28
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2018;21
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2017;16
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2016;34
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2015;38
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2014;55
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2013;38
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2012;50
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2011;53
RIOJA (LA);5.3.1.-Robos con violencia en vía pública;2010;47
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2023;9
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2022;10
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2021;6
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2020;1
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2019;1
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2018;7
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2017;3
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2016;1
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2015;7
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2014;14
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2013;7
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2012;9
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2011;4
RIOJA (LA);5.3.2.-Robos con violencia en viviendas;2010;9
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2023;27
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2022;23
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2021;13
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2020;18
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2019;15
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2018;8
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2017;18
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2016;13
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2015;8
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2014;23
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2013;22
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2012;23
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2011;31
RIOJA (LA);5.3.3.-Robos con violencia en establecimientos;2010;42
RIOJA (LA);5.4.-Sustracción de vehículos;2023;20
RIOJA (LA);5.4.-Sustracción de vehículos;2022;26
RIOJA (LA);5.4.-Sustracción de vehículos;2021;18
RIOJA (LA);5.4.-Sustracción de vehículos;2020;8
RIOJA (LA);5.4.-Sustracción de vehículos;2019;22
RIOJA (LA);5.4.-Sustracción de vehículos;2018;18
RIOJA (LA);5.4.-Sustracción de vehículos;2017;30
RIOJA (LA);5.4.-Sustracción de vehículos;2016;20
RIOJA (LA);5.4.-Sustracción de vehículos;2015;35
RIOJA (LA);5.4.-Sustracción de vehículos;2014;16
RIOJA (LA);5.4.-Sustracción de vehículos;2013;31
RIOJA (LA);5.4.-Sustracción de vehículos;2012;22
RIOJA (LA);5.4.-Sustracción de vehículos;2011;33
RIOJA (LA);5.4.-Sustracción de vehículos;2010;19
RIOJA (LA);5.5.-Estafas;2023;84
RIOJA (LA);5.5.-Estafas;2022;64
RIOJA (LA);5.5.-Estafas;2021;62
RIOJA (LA);5.5.-Estafas;2020;41
RIOJA (LA);5.5.-Estafas;2019;68
RIOJA (LA);5.5.-Estafas;2018;73
RIOJA (LA);5.5.-Estafas;2017;88
RIOJA (LA);5.5.-Estafas;2016;73
RIOJA (LA);5.5.-Estafas;2015;96
RIOJA (LA);5.5.-Estafas;2014;100
RIOJA (LA);5.5.-Estafas;2013;148
RIOJA (LA);5.5.-Estafas;2012;88
RIOJA (LA);5.5.-Estafas;2011;62
RIOJA (LA);5.5.-Estafas;2010;46
RIOJA (LA);5.5.1.-Estafas informáticas;2023;34
RIOJA (LA);5.5.1.-Estafas informáticas;2022;25
RIOJA (LA);5.5.1.-Estafas informáticas;2021;31
RIOJA (LA);5.5.1.-Estafas informáticas;2020;18
RIOJA (LA);5.5.1.-Estafas informáticas;2019;18
RIOJA (LA);5.5.1.-Estafas informáticas;2018;9
RIOJA (LA);5.5.1.-Estafas informáticas;2017;13
RIOJA (LA);5.5.1.-Estafas informáticas;2016;15
RIOJA (LA);5.5.1.-Estafas informáticas;2015;13
RIOJA (LA);5.5.1.-Estafas informáticas;2014;10
RIOJA (LA);5.5.1.-Estafas informáticas;2013;12
RIOJA (LA);5.5.1.-Estafas informáticas;2012;10
RIOJA (LA);5.5.1.-Estafas informáticas;2011;13
RIOJA (LA);5.5.1.-Estafas informáticas;2010;15
RIOJA (LA);5.6.-Daños;2023;109
RIOJA (LA);5.6.-Daños;2022;107
RIOJA (LA);5.6.-Daños;2021;100
RIOJA (LA);5.6.-Daños;2020;86
RIOJA (LA);5.6.-Daños;2019;85
RIOJA (LA);5.6.-Daños;2018;83
RIOJA (LA);5.6.-Daños;2017;104
RIOJA (LA);5.6.-Daños;2016;100
RIOJA (LA);5.6.-Daños;2015;67
RIOJA (LA);5.6.-Daños;2014;94
RIOJA (LA);5.6.-Daños;2013;77
RIOJA (LA);5.6.-Daños;2012;95
RIOJA (LA);5.6.-Daños;2011;80
RIOJA (LA);5.6.-Daños;2010;34
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2023;0
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2022;2
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2021;1
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2020;1
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2019;42
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2018;17
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2017;8
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2016;13
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2015;5
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2014;3
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2013;12
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2012;19
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2011;11
RIOJA (LA);5.7.-Contra la propiedad intelectual/industrial;2010;6
RIOJA (LA);5.8.-Blanqueo de capitales;2023;0
RIOJA (LA);5.8.-Blanqueo de capitales;2022;3
RIOJA (LA);5.8.-Blanqueo de capitales;2021;1
RIOJA (LA);5.8.-Blanqueo de capitales;2020;0
RIOJA (LA);5.8.-Blanqueo de capitales;2019;2
RIOJA (LA);5.8.-Blanqueo de capitales;2018;12
RIOJA (LA);5.8.-Blanqueo de capitales;2017;0
RIOJA (LA);5.8.-Blanqueo de capitales;2016;6
RIOJA (LA);5.8.-Blanqueo de capitales;2015;0
RIOJA (LA);5.8.-Blanqueo de capitales;2014;3
RIOJA (LA);5.8.-Blanqueo de capitales;2013;0
RIOJA (LA);5.8.-Blanqueo de capitales;2012;4
RIOJA (LA);5.8.-Blanqueo de capitales;2011;3
RIOJA (LA);5.8.-Blanqueo de capitales;2010;10
RIOJA (LA);5.9.-Otros contra el patrimonio;2023;95
RIOJA (LA);5.9.-Otros contra el patrimonio;2022;83
RIOJA (LA);5.9.-Otros contra el patrimonio;2021;75
RIOJA (LA);5.9.-Otros contra el patrimonio;2020;69
RIOJA (LA);5.9.-Otros contra el patrimonio;2019;143
RIOJA (LA);5.9.-Otros contra el patrimonio;2018;63
RIOJA (LA);5.9.-Otros contra el patrimonio;2017;74
RIOJA (LA);5.9.-Otros contra el patrimonio;2016;49
RIOJA (LA);5.9.-Otros contra el patrimonio;2015;60
RIOJA (LA);5.9.-Otros contra el patrimonio;2014;81
RIOJA (LA);5.9.-Otros contra el patrimonio;2013;100
RIOJA (LA);5.9.-Otros contra el patrimonio;2012;50
RIOJA (LA);5.9.-Otros contra el patrimonio;2011;47
RIOJA (LA);5.9.-Otros contra el patrimonio;2010;30
RIOJA (LA);6. SEGURIDAD COLECTIVA;2023;466
RIOJA (LA);6. SEGURIDAD COLECTIVA;2022;512
RIOJA (LA);6. SEGURIDAD COLECTIVA;2021;455
RIOJA (LA);6. SEGURIDAD COLECTIVA;2020;320
RIOJA (LA);6. SEGURIDAD COLECTIVA;2019;441
RIOJA (LA);6. SEGURIDAD COLECTIVA;2018;380
RIOJA (LA);6. SEGURIDAD COLECTIVA;2017;346
RIOJA (LA);6. SEGURIDAD COLECTIVA;2016;390
RIOJA (LA);6. SEGURIDAD COLECTIVA;2015;392
RIOJA (LA);6. SEGURIDAD COLECTIVA;2014;460
RIOJA (LA);6. SEGURIDAD COLECTIVA;2013;486
RIOJA (LA);6. SEGURIDAD COLECTIVA;2012;541
RIOJA (LA);6. SEGURIDAD COLECTIVA;2011;621
RIOJA (LA);6. SEGURIDAD COLECTIVA;2010;532
RIOJA (LA);6.1.-Tráfico de drogas;2023;162
RIOJA (LA);6.1.-Tráfico de drogas;2022;156
RIOJA (LA);6.1.-Tráfico de drogas;2021;158
RIOJA (LA);6.1.-Tráfico de drogas;2020;129
RIOJA (LA);6.1.-Tráfico de drogas;2019;170
RIOJA (LA);6.1.-Tráfico de drogas;2018;137
RIOJA (LA);6.1.-Tráfico de drogas;2017;149
RIOJA (LA);6.1.-Tráfico de drogas;2016;137
RIOJA (LA);6.1.-Tráfico de drogas;2015;129
RIOJA (LA);6.1.-Tráfico de drogas;2014;144
RIOJA (LA);6.1.-Tráfico de drogas;2013;176
RIOJA (LA);6.1.-Tráfico de drogas;2012;124
RIOJA (LA);6.1.-Tráfico de drogas;2011;93
RIOJA (LA);6.1.-Tráfico de drogas;2010;128
RIOJA (LA);6.2.-Contra la seguridad vial;2023;299
RIOJA (LA);6.2.-Contra la seguridad vial;2022;348
RIOJA (LA);6.2.-Contra la seguridad vial;2021;281
RIOJA (LA);6.2.-Contra la seguridad vial;2020;179
RIOJA (LA);6.2.-Contra la seguridad vial;2019;261
RIOJA (LA);6.2.-Contra la seguridad vial;2018;237
RIOJA (LA);6.2.-Contra la seguridad vial;2017;183
RIOJA (LA);6.2.-Contra la seguridad vial;2016;245
RIOJA (LA);6.2.-Contra la seguridad vial;2015;254
RIOJA (LA);6.2.-Contra la seguridad vial;2014;304
RIOJA (LA);6.2.-Contra la seguridad vial;2013;300
RIOJA (LA);6.2.-Contra la seguridad vial;2012;409
RIOJA (LA);6.2.-Contra la seguridad vial;2011;512
RIOJA (LA);6.2.-Contra la seguridad vial;2010;394
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2023;5
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2022;8
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2021;16
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2020;12
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2019;10
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2018;6
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2017;14
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2016;8
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2015;9
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2014;12
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2013;10
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2012;8
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2011;16
RIOJA (LA);6.3.-Otros contra la seguridad colectiva;2010;10
RIOJA (LA);7. FALSEDADES;2023;59
RIOJA (LA);7. FALSEDADES;2022;67
RIOJA (LA);7. FALSEDADES;2021;52
RIOJA (LA);7. FALSEDADES;2020;28
RIOJA (LA);7. FALSEDADES;2019;41
RIOJA (LA);7. FALSEDADES;2018;37
RIOJA (LA);7. FALSEDADES;2017;33
RIOJA (LA);7. FALSEDADES;2016;43
RIOJA (LA);7. FALSEDADES;2015;47
RIOJA (LA);7. FALSEDADES;2014;42
RIOJA (LA);7. FALSEDADES;2013;28
RIOJA (LA);7. FALSEDADES;2012;41
RIOJA (LA);7. FALSEDADES;2011;56
RIOJA (LA);7. FALSEDADES;2010;29
RIOJA (LA);8. ADMÓN. PÚBLICA;2023;7
RIOJA (LA);8. ADMÓN. PÚBLICA;2022;0
RIOJA (LA);8. ADMÓN. PÚBLICA;2021;3
RIOJA (LA);8. ADMÓN. PÚBLICA;2020;0
RIOJA (LA);8. ADMÓN. PÚBLICA;2019;13
RIOJA (LA);8. ADMÓN. PÚBLICA;2018;5
RIOJA (LA);8. ADMÓN. PÚBLICA;2017;5
RIOJA (LA);8. ADMÓN. PÚBLICA;2016;7
RIOJA (LA);8. ADMÓN. PÚBLICA;2015;1
RIOJA (LA);8. ADMÓN. PÚBLICA;2014;3
RIOJA (LA);8. ADMÓN. PÚBLICA;2013;0
RIOJA (LA);8. ADMÓN. PÚBLICA;2012;0
RIOJA (LA);8. ADMÓN. PÚBLICA;2011;0
RIOJA (LA);8. ADMÓN. PÚBLICA;2010;0
RIOJA (LA);9. ADMÓN. JUSTICIA;2023;237
RIOJA (LA);9. ADMÓN. JUSTICIA;2022;210
RIOJA (LA);9. ADMÓN. JUSTICIA;2021;179
RIOJA (LA);9. ADMÓN. JUSTICIA;2020;104
RIOJA (LA);9. ADMÓN. JUSTICIA;2019;182
RIOJA (LA);9. ADMÓN. JUSTICIA;2018;159
RIOJA (LA);9. ADMÓN. JUSTICIA;2017;111
RIOJA (LA);9. ADMÓN. JUSTICIA;2016;138
RIOJA (LA);9. ADMÓN. JUSTICIA;2015;115
RIOJA (LA);9. ADMÓN. JUSTICIA;2014;123
RIOJA (LA);9. ADMÓN. JUSTICIA;2013;100
RIOJA (LA);9. ADMÓN. JUSTICIA;2012;139
RIOJA (LA);9. ADMÓN. JUSTICIA;2011;135
RIOJA (LA);9. ADMÓN. JUSTICIA;2010;113
RIOJA (LA);10. ORDEN PÚBLICO;2023;139
RIOJA (LA);10. ORDEN PÚBLICO;2022;144
RIOJA (LA);10. ORDEN PÚBLICO;2021;197
RIOJA (LA);10. ORDEN PÚBLICO;2020;213
RIOJA (LA);10. ORDEN PÚBLICO;2019;100
RIOJA (LA);10. ORDEN PÚBLICO;2018;75
RIOJA (LA);10. ORDEN PÚBLICO;2017;105
RIOJA (LA);10. ORDEN PÚBLICO;2016;107
RIOJA (LA);10. ORDEN PÚBLICO;2015;121
RIOJA (LA);10. ORDEN PÚBLICO;2014;133
RIOJA (LA);10. ORDEN PÚBLICO;2013;174
RIOJA (LA);10. ORDEN PÚBLICO;2012;215
RIOJA (LA);10. ORDEN PÚBLICO;2011;243
RIOJA (LA);10. ORDEN PÚBLICO;2010;166
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2023;4
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2022;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2021;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2020;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2019;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2018;2
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2017;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2016;2
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2015;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2014;2
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2013;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2012;1
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2011;0
RIOJA (LA);11. LEGISLACIÓN ESPECIAL;2010;0
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2023;34
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2022;22
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2021;31
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2020;31
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2019;33
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2018;25
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2017;27
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2016;29
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2015;32
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2014;23
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2013;9
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2012;17
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2011;10
RIOJA (LA);12. OTRAS INFRACCIONES PENALES;2010;10
RIOJA (LA);TOTAL INFRACCIONES PENALES;2023;3.729
RIOJA (LA);TOTAL INFRACCIONES PENALES;2022;3.549
RIOJA (LA);TOTAL INFRACCIONES PENALES;2021;3.135
RIOJA (LA);TOTAL INFRACCIONES PENALES;2020;2.625
RIOJA (LA);TOTAL INFRACCIONES PENALES;2019;3.120
RIOJA (LA);TOTAL INFRACCIONES PENALES;2018;2.971
RIOJA (LA);TOTAL INFRACCIONES PENALES;2017;2.908
RIOJA (LA);TOTAL INFRACCIONES PENALES;2016;2.798
RIOJA (LA);TOTAL INFRACCIONES PENALES;2015;3.013
RIOJA (LA);TOTAL INFRACCIONES PENALES;2014;2.967
RIOJA (LA);TOTAL INFRACCIONES PENALES;2013;3.220
RIOJA (LA);TOTAL INFRACCIONES PENALES;2012;3.102
RIOJA (LA);TOTAL INFRACCIONES PENALES;2011;3.246
RIOJA (LA);TOTAL INFRACCIONES PENALES;2010;2.244
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2023;280
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2022;292
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2021;291
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2020;194
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2019;197
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2018;224
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2017;256
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2016;221
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2015;198
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2014;221
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2013;183
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2012;155
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2011;133
CIUDAD AUTÓNOMA DE CEUTA;1. CONTRA LAS PERSONAS;2010;122
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2023;15
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2022;27
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2021;13
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2020;8
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2019;5
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2018;5
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2017;12
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2016;10
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2015;5
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2014;23
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2013;15
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2012;14
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2011;12
CIUDAD AUTÓNOMA DE CEUTA;1.1.-Homicidios dolosos/asesinatos;2010;7
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;5
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;5
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;4
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;3
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;5
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;2
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2017;4
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2016;2
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2015;0
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2014;9
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2013;2
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2012;1
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2011;7
CIUDAD AUTÓNOMA DE CEUTA;1.1.1.-Homicidios dolosos/asesinatos consumados;2010;1
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2023;46
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2022;68
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2021;72
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2020;41
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2019;39
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2018;49
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2017;54
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2016;46
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2015;51
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2014;38
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2013;72
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2012;48
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2011;72
CIUDAD AUTÓNOMA DE CEUTA;1.2.-Lesiones;2010;72
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2023;217
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2022;197
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2021;195
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2020;144
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2019;152
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2018;169
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2017;187
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2016;157
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2015;130
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2014;139
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2013;89
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2012;84
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2011;38
CIUDAD AUTÓNOMA DE CEUTA;1.3.-Malos tratos ámbito familiar;2010;35
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2023;2
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2022;0
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2021;11
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2020;1
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2019;1
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2018;1
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2017;3
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2016;8
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2015;12
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2014;21
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2013;7
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2012;9
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2011;11
CIUDAD AUTÓNOMA DE CEUTA;1.4.-Otros contra las personas;2010;8
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2023;61
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2022;56
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2021;87
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2020;54
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2019;37
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2018;43
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2017;53
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2016;63
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2015;71
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2014;66
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2013;107
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2012;139
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2011;168
CIUDAD AUTÓNOMA DE CEUTA;2. CONTRA LA LIBERTAD;2010;199
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2023;7
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2022;8
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2021;5
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2020;4
CIUDAD AUTÓNOMA DE CEUTA;2.1.-Malos tratos habituales en el ámbito familiar;2019;2
