Comunidades autónomas;Tipología penal;periodo;Total
PAÍS VASCO;6.2.-Contra la seguridad vial;2023;2.517
PAÍS VASCO;6.2.-Contra la seguridad vial;2022;2.800
PAÍS VASCO;6.2.-Contra la seguridad vial;2021;2.335
PAÍS VASCO;6.2.-Contra la seguridad vial;2020;1.788
PAÍS VASCO;6.2.-Contra la seguridad vial;2019;2.168
PAÍS VASCO;6.2.-Contra la seguridad vial;2018;2.091
PAÍS VASCO;6.2.-Contra la seguridad vial;2017;1.916
PAÍS VASCO;6.2.-Contra la seguridad vial;2016;1.936
PAÍS VASCO;6.2.-Contra la seguridad vial;2015;1.978
PAÍS VASCO;6.2.-Contra la seguridad vial;2014;2.218
PAÍS VASCO;6.2.-Contra la seguridad vial;2013;2.405
PAÍS VASCO;6.2.-Contra la seguridad vial;2012;2.863
PAÍS VASCO;6.2.-Contra la seguridad vial;2011;3.135
PAÍS VASCO;6.2.-Contra la seguridad vial;2010;2.777
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2023;76
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2022;104
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2021;161
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2020;110
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2019;184
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2018;146
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2017;176
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2016;129
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2015;58
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2014;71
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2013;37
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2012;78
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2011;49
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2010;44
PAÍS VASCO;7. FALSEDADES;2023;1.868
PAÍS VASCO;7. FALSEDADES;2022;1.687
PAÍS VASCO;7. FALSEDADES;2021;1.461
PAÍS VASCO;7. FALSEDADES;2020;1.087
PAÍS VASCO;7. FALSEDADES;2019;1.195
PAÍS VASCO;7. FALSEDADES;2018;1.025
PAÍS VASCO;7. FALSEDADES;2017;963
PAÍS VASCO;7. FALSEDADES;2016;952
PAÍS VASCO;7. FALSEDADES;2015;1.017
PAÍS VASCO;7. FALSEDADES;2014;829
PAÍS VASCO;7. FALSEDADES;2013;799
PAÍS VASCO;7. FALSEDADES;2012;680
PAÍS VASCO;7. FALSEDADES;2011;702
PAÍS VASCO;7. FALSEDADES;2010;543
PAÍS VASCO;8. ADMÓN. PÚBLICA;2023;18
PAÍS VASCO;8. ADMÓN. PÚBLICA;2022;15
PAÍS VASCO;8. ADMÓN. PÚBLICA;2021;16
PAÍS VASCO;8. ADMÓN. PÚBLICA;2020;18
PAÍS VASCO;8. ADMÓN. PÚBLICA;2019;12
PAÍS VASCO;8. ADMÓN. PÚBLICA;2018;13
PAÍS VASCO;8. ADMÓN. PÚBLICA;2017;17
PAÍS VASCO;8. ADMÓN. PÚBLICA;2016;27
PAÍS VASCO;8. ADMÓN. PÚBLICA;2015;34
PAÍS VASCO;8. ADMÓN. PÚBLICA;2014;36
PAÍS VASCO;8. ADMÓN. PÚBLICA;2013;24
PAÍS VASCO;8. ADMÓN. PÚBLICA;2012;26
PAÍS VASCO;8. ADMÓN. PÚBLICA;2011;18
PAÍS VASCO;8. ADMÓN. PÚBLICA;2010;25
PAÍS VASCO;9. ADMÓN. JUSTICIA;2023;1.838
PAÍS VASCO;9. ADMÓN. JUSTICIA;2022;1.736
PAÍS VASCO;9. ADMÓN. JUSTICIA;2021;1.525
PAÍS VASCO;9. ADMÓN. JUSTICIA;2020;1.401
PAÍS VASCO;9. ADMÓN. JUSTICIA;2019;1.573
PAÍS VASCO;9. ADMÓN. JUSTICIA;2018;1.502
PAÍS VASCO;9. ADMÓN. JUSTICIA;2017;1.417
PAÍS VASCO;9. ADMÓN. JUSTICIA;2016;1.492
PAÍS VASCO;9. ADMÓN. JUSTICIA;2015;1.479
PAÍS VASCO;9. ADMÓN. JUSTICIA;2014;1.418
PAÍS VASCO;9. ADMÓN. JUSTICIA;2013;1.470
PAÍS VASCO;9. ADMÓN. JUSTICIA;2012;1.458
PAÍS VASCO;9. ADMÓN. JUSTICIA;2011;1.357
PAÍS VASCO;9. ADMÓN. JUSTICIA;2010;1.170
PAÍS VASCO;10. ORDEN PÚBLICO;2023;1.405
PAÍS VASCO;10. ORDEN PÚBLICO;2022;1.437
PAÍS VASCO;10. ORDEN PÚBLICO;2021;1.490
PAÍS VASCO;10. ORDEN PÚBLICO;2020;1.680
PAÍS VASCO;10. ORDEN PÚBLICO;2019;985
PAÍS VASCO;10. ORDEN PÚBLICO;2018;897
PAÍS VASCO;10. ORDEN PÚBLICO;2017;897
PAÍS VASCO;10. ORDEN PÚBLICO;2016;892
PAÍS VASCO;10. ORDEN PÚBLICO;2015;1.165
PAÍS VASCO;10. ORDEN PÚBLICO;2014;1.636
PAÍS VASCO;10. ORDEN PÚBLICO;2013;1.839
PAÍS VASCO;10. ORDEN PÚBLICO;2012;2.143
PAÍS VASCO;10. ORDEN PÚBLICO;2011;2.161
PAÍS VASCO;10. ORDEN PÚBLICO;2010;2.405
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2023;10
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2022;1
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2021;2
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2020;6
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2019;7
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2018;0
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2017;1
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2016;1
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2015;3
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2014;3
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2013;5
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2012;0
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2011;2
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2010;1
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2023;603
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2022;582
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2021;538
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2020;544
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2019;543
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2018;544
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2017;494
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2016;570
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2015;600
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2014;454
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2013;413
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2012;499
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2011;417
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2010;432
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2023;107.823
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2022;101.756
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2021;84.781
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2020;77.176
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2019;94.536
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2018;90.253
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2017;83.687
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2016;82.809
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2015;85.501
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2014;88.231
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2013;90.599
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2012;92.608
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2011;89.567
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2010;90.175
RIOJA (LA);1. CONTRA LAS PERSONAS;2023;1.490
RIOJA (LA);1. CONTRA LAS PERSONAS;2022;1.391
RIOJA (LA);1. CONTRA LAS PERSONAS;2021;1.166
RIOJA (LA);1. CONTRA LAS PERSONAS;2020;942
RIOJA (LA);1. CONTRA LAS PERSONAS;2019;1.042
RIOJA (LA);1. CONTRA LAS PERSONAS;2018;1.057
RIOJA (LA);1. CONTRA LAS PERSONAS;2017;1.006
RIOJA (LA);1. CONTRA LAS PERSONAS;2016;979
RIOJA (LA);1. CONTRA LAS PERSONAS;2015;1.176
RIOJA (LA);1. CONTRA LAS PERSONAS;2014;1.527
RIOJA (LA);1. CONTRA LAS PERSONAS;2013;1.462
RIOJA (LA);1. CONTRA LAS PERSONAS;2012;1.623
RIOJA (LA);1. CONTRA LAS PERSONAS;2011;1.625
RIOJA (LA);1. CONTRA LAS PERSONAS;2010;1.695
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2023;15
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2022;9
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2021;8
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2020;8
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2019;5
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2018;3
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2017;6
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2016;3
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2015;6
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2014;9
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2013;7
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2012;6
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2011;7
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2010;6
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2023;3
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2022;1
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2021;3
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2020;5
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2019;0
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2018;1
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2017;0
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2016;0
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2015;1
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2014;3
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2013;0
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2012;1
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2011;2
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2010;2
RIOJA (LA);1.2.-Lesiones;2023;753
RIOJA (LA);1.2.-Lesiones;2022;792
RIOJA (LA);1.2.-Lesiones;2021;658
RIOJA (LA);1.2.-Lesiones;2020;500
RIOJA (LA);1.2.-Lesiones;2019;577
RIOJA (LA);1.2.-Lesiones;2018;562
RIOJA (LA);1.2.-Lesiones;2017;549
RIOJA (LA);1.2.-Lesiones;2016;557
RIOJA (LA);1.2.-Lesiones;2015;543
RIOJA (LA);1.2.-Lesiones;2014;603
RIOJA (LA);1.2.-Lesiones;2013;632
RIOJA (LA);1.2.-Lesiones;2012;666
RIOJA (LA);1.2.-Lesiones;2011;760
RIOJA (LA);1.2.-Lesiones;2010;847
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2023;676
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2022;550
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2021;482
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2020;413
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2019;447
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2018;479
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2017;438
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2016;406
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2015;414
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2014;399
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2013;369
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2012;398
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2011;362
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2010;327
RIOJA (LA);1.4.-Otros contra las personas;2023;46
RIOJA (LA);1.4.-Otros contra las personas;2022;40
RIOJA (LA);1.4.-Otros contra las personas;2021;18
RIOJA (LA);1.4.-Otros contra las personas;2020;21
RIOJA (LA);1.4.-Otros contra las personas;2019;13
RIOJA (LA);1.4.-Otros contra las personas;2018;13
RIOJA (LA);1.4.-Otros contra las personas;2017;13
RIOJA (LA);1.4.-Otros contra las personas;2016;13
RIOJA (LA);1.4.-Otros contra las personas;2015;213
RIOJA (LA);1.4.-Otros contra las personas;2014;516
RIOJA (LA);1.4.-Otros contra las personas;2013;454
RIOJA (LA);1.4.-Otros contra las personas;2012;553
RIOJA (LA);1.4.-Otros contra las personas;2011;496
RIOJA (LA);1.4.-Otros contra las personas;2010;515
RIOJA (LA);2. CONTRA LA LIBERTAD;2023;858
RIOJA (LA);2. CONTRA LA LIBERTAD;2022;816
RIOJA (LA);2. CONTRA LA LIBERTAD;2021;775
RIOJA (LA);2. CONTRA LA LIBERTAD;2020;555
RIOJA (LA);2. CONTRA LA LIBERTAD;2019;518
RIOJA (LA);2. CONTRA LA LIBERTAD;2018;502
RIOJA (LA);2. CONTRA LA LIBERTAD;2017;461
RIOJA (LA);2. CONTRA LA LIBERTAD;2016;444
RIOJA (LA);2. CONTRA LA LIBERTAD;2015;327
RIOJA (LA);2. CONTRA LA LIBERTAD;2014;194
RIOJA (LA);2. CONTRA LA LIBERTAD;2013;165
RIOJA (LA);2. CONTRA LA LIBERTAD;2012;195
RIOJA (LA);2. CONTRA LA LIBERTAD;2011;150
RIOJA (LA);2. CONTRA LA LIBERTAD;2010;170
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2023;94
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2022;97
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2021;91
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2020;73
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2019;68
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2018;48
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2017;51
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2016;42
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2015;46
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2014;43
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2013;38
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2012;41
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2011;31
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2010;37
RIOJA (LA);2.2.-Otros contra la libertad;2023;764
RIOJA (LA);2.2.-Otros contra la libertad;2022;719
RIOJA (LA);2.2.-Otros contra la libertad;2021;684
RIOJA (LA);2.2.-Otros contra la libertad;2020;482
RIOJA (LA);2.2.-Otros contra la libertad;2019;450
RIOJA (LA);2.2.-Otros contra la libertad;2018;454
RIOJA (LA);2.2.-Otros contra la libertad;2017;410
RIOJA (LA);2.2.-Otros contra la libertad;2016;402
RIOJA (LA);2.2.-Otros contra la libertad;2015;281
RIOJA (LA);2.2.-Otros contra la libertad;2014;151
RIOJA (LA);2.2.-Otros contra la libertad;2013;127
RIOJA (LA);2.2.-Otros contra la libertad;2012;154
RIOJA (LA);2.2.-Otros contra la libertad;2011;119
RIOJA (LA);2.2.-Otros contra la libertad;2010;133
RIOJA (LA);3. LIBERTAD SEXUAL;2023;124
RIOJA (LA);3. LIBERTAD SEXUAL;2022;109
RIOJA (LA);3. LIBERTAD SEXUAL;2021;102
RIOJA (LA);3. LIBERTAD SEXUAL;2020;104
RIOJA (LA);3. LIBERTAD SEXUAL;2019;92
RIOJA (LA);3. LIBERTAD SEXUAL;2018;61
RIOJA (LA);3. LIBERTAD SEXUAL;2017;57
RIOJA (LA);3. LIBERTAD SEXUAL;2016;48
RIOJA (LA);3. LIBERTAD SEXUAL;2015;49
RIOJA (LA);3. LIBERTAD SEXUAL;2014;40
RIOJA (LA);3. LIBERTAD SEXUAL;2013;37
RIOJA (LA);3. LIBERTAD SEXUAL;2012;47
RIOJA (LA);3. LIBERTAD SEXUAL;2011;62
RIOJA (LA);3. LIBERTAD SEXUAL;2010;49
RIOJA (LA);3.1.-Agresión sexual;2023;82
RIOJA (LA);3.1.-Agresión sexual;2022;77
RIOJA (LA);3.1.-Agresión sexual;2021;69
RIOJA (LA);3.1.-Agresión sexual;2020;47
RIOJA (LA);3.1.-Agresión sexual;2019;65
RIOJA (LA);3.1.-Agresión sexual;2018;39
RIOJA (LA);3.1.-Agresión sexual;2017;40
RIOJA (LA);3.1.-Agresión sexual;2016;34
RIOJA (LA);3.1.-Agresión sexual;2015;30
RIOJA (LA);3.1.-Agresión sexual;2014;28
RIOJA (LA);3.1.-Agresión sexual;2013;22
RIOJA (LA);3.1.-Agresión sexual;2012;27
RIOJA (LA);3.1.-Agresión sexual;2011;41
RIOJA (LA);3.1.-Agresión sexual;2010;20
RIOJA (LA);3.2.-Agresión sexual con penetración;2023;18
RIOJA (LA);3.2.-Agresión sexual con penetración;2022;19
RIOJA (LA);3.2.-Agresión sexual con penetración;2021;14
RIOJA (LA);3.2.-Agresión sexual con penetración;2020;13
RIOJA (LA);3.2.-Agresión sexual con penetración;2019;15
RIOJA (LA);3.2.-Agresión sexual con penetración;2018;8
RIOJA (LA);3.2.-Agresión sexual con penetración;2017;7
RIOJA (LA);3.2.-Agresión sexual con penetración;2016;7
RIOJA (LA);3.2.-Agresión sexual con penetración;2015;9
RIOJA (LA);3.2.-Agresión sexual con penetración;2014;3
RIOJA (LA);3.2.-Agresión sexual con penetración;2013;6
RIOJA (LA);3.2.-Agresión sexual con penetración;2012;10
RIOJA (LA);3.2.-Agresión sexual con penetración;2011;11
RIOJA (LA);3.2.-Agresión sexual con penetración;2010;14
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2023;5
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2022;5
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2021;3
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2020;8
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2019;4
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2018;1
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2017;3
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2016;3
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2015;3
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2014;5
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2013;4
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2012;5
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2011;2
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2010;3
RIOJA (LA);3.4.-Pornografía de menores;2023;7
RIOJA (LA);3.4.-Pornografía de menores;2022;2
RIOJA (LA);3.4.-Pornografía de menores;2021;3
RIOJA (LA);3.4.-Pornografía de menores;2020;4
RIOJA (LA);3.4.-Pornografía de menores;2019;2
RIOJA (LA);3.4.-Pornografía de menores;2018;7
RIOJA (LA);3.4.-Pornografía de menores;2017;1
RIOJA (LA);3.4.-Pornografía de menores;2016;1
RIOJA (LA);3.4.-Pornografía de menores;2015;1
RIOJA (LA);3.4.-Pornografía de menores;2014;3
RIOJA (LA);3.4.-Pornografía de menores;2013;3
RIOJA (LA);3.4.-Pornografía de menores;2012;2
RIOJA (LA);3.4.-Pornografía de menores;2011;5
RIOJA (LA);3.4.-Pornografía de menores;2010;7
RIOJA (LA);3.5.-Otros contra la libertad sexual;2023;12
RIOJA (LA);3.5.-Otros contra la libertad sexual;2022;6
RIOJA (LA);3.5.-Otros contra la libertad sexual;2021;13
RIOJA (LA);3.5.-Otros contra la libertad sexual;2020;32
RIOJA (LA);3.5.-Otros contra la libertad sexual;2019;6
RIOJA (LA);3.5.-Otros contra la libertad sexual;2018;6
RIOJA (LA);3.5.-Otros contra la libertad sexual;2017;6
RIOJA (LA);3.5.-Otros contra la libertad sexual;2016;3
RIOJA (LA);3.5.-Otros contra la libertad sexual;2015;6
RIOJA (LA);3.5.-Otros contra la libertad sexual;2014;1
RIOJA (LA);3.5.-Otros contra la libertad sexual;2013;2
RIOJA (LA);3.5.-Otros contra la libertad sexual;2012;3
RIOJA (LA);3.5.-Otros contra la libertad sexual;2011;3
RIOJA (LA);3.5.-Otros contra la libertad sexual;2010;5
RIOJA (LA);4. RELACIONES FAMILIARES;2023;30
RIOJA (LA);4. RELACIONES FAMILIARES;2022;32
RIOJA (LA);4. RELACIONES FAMILIARES;2021;20
RIOJA (LA);4. RELACIONES FAMILIARES;2020;25
RIOJA (LA);4. RELACIONES FAMILIARES;2019;31
RIOJA (LA);4. RELACIONES FAMILIARES;2018;20
RIOJA (LA);4. RELACIONES FAMILIARES;2017;23
RIOJA (LA);4. RELACIONES FAMILIARES;2016;20
RIOJA (LA);4. RELACIONES FAMILIARES;2015;34
RIOJA (LA);4. RELACIONES FAMILIARES;2014;36
RIOJA (LA);4. RELACIONES FAMILIARES;2013;32
RIOJA (LA);4. RELACIONES FAMILIARES;2012;26
RIOJA (LA);4. RELACIONES FAMILIARES;2011;18
RIOJA (LA);4. RELACIONES FAMILIARES;2010;31
RIOJA (LA);5. PATRIMONIO;2023;8.570
RIOJA (LA);5. PATRIMONIO;2022;8.254
RIOJA (LA);5. PATRIMONIO;2021;5.983
RIOJA (LA);5. PATRIMONIO;2020;5.460
RIOJA (LA);5. PATRIMONIO;2019;6.179
RIOJA (LA);5. PATRIMONIO;2018;5.894
RIOJA (LA);5. PATRIMONIO;2017;5.676
RIOJA (LA);5. PATRIMONIO;2016;5.764
RIOJA (LA);5. PATRIMONIO;2015;6.260
RIOJA (LA);5. PATRIMONIO;2014;6.352
RIOJA (LA);5. PATRIMONIO;2013;7.086
RIOJA (LA);5. PATRIMONIO;2012;7.267
RIOJA (LA);5. PATRIMONIO;2011;7.007
RIOJA (LA);5. PATRIMONIO;2010;6.555
RIOJA (LA);5.1.-Hurtos;2023;2.974
RIOJA (LA);5.1.-Hurtos;2022;2.743
RIOJA (LA);5.1.-Hurtos;2021;1.789
RIOJA (LA);5.1.-Hurtos;2020;1.475
RIOJA (LA);5.1.-Hurtos;2019;2.415
RIOJA (LA);5.1.-Hurtos;2018;2.366
RIOJA (LA);5.1.-Hurtos;2017;2.563
RIOJA (LA);5.1.-Hurtos;2016;2.791
RIOJA (LA);5.1.-Hurtos;2015;2.877
RIOJA (LA);5.1.-Hurtos;2014;2.725
RIOJA (LA);5.1.-Hurtos;2013;2.943
RIOJA (LA);5.1.-Hurtos;2012;3.144
RIOJA (LA);5.1.-Hurtos;2011;2.855
RIOJA (LA);5.1.-Hurtos;2010;2.668
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2023;1.356
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2022;1.251
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2021;844
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2020;806
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2019;942
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2018;1.001
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2017;1.271
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2016;1.187
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2015;1.438
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2014;1.676
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2013;2.066
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2012;1.931
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2011;1.967
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2010;2.043
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;260
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;208
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;178
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;155
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;185
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;177
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;222
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;223
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;229
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;387
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;446
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;435
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;405
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;327
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2023;559
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2022;527
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2021;397
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2020;352
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2019;437
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2018;466
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2017;587
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2016;494
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2015;647
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2014;629
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2013;823
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2012;628
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2011;327
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2010;489
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2023;145
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2022;167
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2021;92
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2020;99
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2019;109
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2018;133
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2017;124
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2016;148
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2015;170
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2014;210
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2013;262
