"ts","kind","script","caller","path","rows","cols"
"2025-09-22 18:46:59","read","16_limpieza_detenciones_extranjeros.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/detenciones_extranjeros_tipologia.csv",36960,5,"sep=;;enc=UTF-8"
"2025-09-22 18:47:00","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/16_det_ext_cobertura.csv",1,6,NA
"2025-09-22 18:47:00","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/16_det_ext_cobertura_por_tipo.csv",44,4,NA
"2025-09-22 18:47:00","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/16_det_ext_sexo_total_vs_suma.csv",616,6,NA
"2025-09-22 18:47:00","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/16_det_ext_diag_sexo_vs_total.csv",14,4,NA
"2025-09-22 18:47:00","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/detenciones_extranjeros_total_nacional_por_sexo.csv",1848,5,NA
"2025-09-22 18:47:01","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/detenciones_extranjeros_total_nacional.csv",616,3,NA
"2025-09-22 18:47:01","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/16_det_ext_vs_suma.csv",14,5,NA
"2025-09-22 18:47:01","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/detenciones_extranjeros_total.csv",14,2,NA
"2025-09-22 18:47:01","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/detenciones_extranjeros_detenidos_por_sexo_est.csv",28,5,NA
"2025-09-22 18:47:01","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/detenciones_share_extranjeros.csv",14,2,NA
"2025-09-22 18:47:01","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/16_det_ext_share_qc.csv",14,3,NA
"2025-09-22 18:47:02","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/16_det_ext_consistencia.csv",14,5,NA
"2025-09-22 18:47:02","write","16_limpieza_detenciones_extranjeros.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/16_det_ext_plaus_yoy.csv",1,5,NA
"2025-09-22 18:52:44","write","17_pib_pc_real_eurostat.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/17_pib_qa_filtros.csv",1031,4,NA
"2025-09-22 18:52:44","write","17_pib_pc_real_eurostat.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/17_pib_qa_unidades_dispon.csv",5,1,NA
"2025-09-22 18:52:44","write","17_pib_pc_real_eurostat.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/17_pib_qa_cobertura.csv",1,6,NA
"2025-09-22 18:52:44","write","17_pib_pc_real_eurostat.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/pib_pc_real_es.csv",14,2,NA
"2025-09-22 19:30:27","read","12_build_poblacion.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/poblacion_espana.csv",384480,5,"sep=;;enc=UTF-8"
"2025-09-22 19:30:46","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/cov_poblacion_15_29.csv",168,5,NA
"2025-09-22 19:30:46","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/cov_poblacion_15_29_criticos.csv",0,4,NA
"2025-09-22 19:30:47","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_total_15_29_bins_anual.csv",42,5,NA
"2025-09-22 19:30:47","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_qc_cobertura_trimestral.csv",28,4,NA
"2025-09-22 19:30:47","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_qc_sin_valores.csv",0,4,NA
"2025-09-22 19:30:47","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_qc_desviacion_cierre.csv",14,10,NA
"2025-09-22 19:30:47","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_meta_origen.csv",1,6,NA
"2025-09-22 19:30:48","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_total_nacional.csv",14,2,NA
"2025-09-22 19:30:48","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_espanola_total.csv",14,2,NA
"2025-09-22 19:30:48","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_extranjera_total.csv",14,2,NA
"2025-09-22 19:30:48","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/pct_extranjeros_poblacion.csv",14,2,NA
"2025-09-22 19:32:22","read","12_build_poblacion.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/poblacion_espana.csv",384480,5,"sep=;;enc=UTF-8"
"2025-09-22 19:32:40","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/cov_poblacion_15_29.csv",168,5,NA
"2025-09-22 19:32:40","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/cov_poblacion_15_29_criticos.csv",0,4,NA
"2025-09-22 19:32:40","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_total_15_29_bins_anual.csv",42,5,NA
"2025-09-22 19:32:41","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_qc_cobertura_trimestral.csv",28,4,NA
"2025-09-22 19:32:41","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_qc_sin_valores.csv",0,4,NA
"2025-09-22 19:32:41","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_qc_desviacion_cierre.csv",14,10,NA
"2025-09-22 19:32:41","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_meta_origen.csv",1,6,NA
"2025-09-22 19:32:41","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_total_nacional.csv",14,2,NA
"2025-09-22 19:32:41","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_espanola_total.csv",14,2,NA
"2025-09-22 19:32:41","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_extranjera_total.csv",14,2,NA
"2025-09-22 19:32:41","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/pct_extranjeros_poblacion.csv",14,2,NA
"2025-09-22 20:12:06","read",NA,"read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/poblacion_espana.csv",384480,5,"sep=;;enc=UTF-8"
"2025-09-22 20:12:06","write",NA,"write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/_smoke_utils.csv",3,2,NA
"2025-09-22 20:14:21","read",NA,"read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/poblacion_espana.csv",384480,5,"sep=;;enc=UTF-8"
"2025-09-22 20:14:21","write",NA,"write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/_smoke_utils.csv",3,2,NA
"2025-09-22 20:14:44","read",NA,"read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/poblacion_espana.csv",384480,5,"sep=;;enc=UTF-8"
"2025-09-22 20:14:44","write",NA,"write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/_smoke_utils.csv",3,2,NA
"2025-09-22 20:15:17","read",NA,"read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/poblacion_espana.csv",384480,5,"sep=;;enc=UTF-8"
"2025-09-22 20:15:17","write",NA,"write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/_smoke_utils.csv",3,2,NA
"2025-09-27 20:03:55","write",NA,"write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/core_indicadores.csv",14,11,NA
"2025-09-27 20:03:55","write",NA,"write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/19_qa_cobertura.csv",9,6,NA
"2025-09-27 20:03:55","write",NA,"write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/19_qa_na_y_rangos.csv",34,4,NA
"2025-09-27 20:03:55","write",NA,"write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/core_indicadores_derivadas.csv",14,34,NA
"2025-10-01 12:27:03","read","13_build_hechos_conocidos.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_conocidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-10-01 12:33:52","read","13_build_hechos_conocidos.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_conocidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-10-01 12:33:52","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_total_vs_suma_categorias.csv",14,4,NA
"2025-10-01 12:36:12","read","13_build_hechos_conocidos.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_conocidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-10-01 12:36:12","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_total_vs_suma_categorias.csv",14,4,NA
"2025-10-01 12:40:30","read","13_build_hechos_conocidos.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_conocidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-10-01 12:40:30","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_total_vs_suma_categorias.csv",14,4,NA
"2025-10-01 12:40:31","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_unidades_detectadas.csv",3,2,NA
"2025-10-01 12:40:31","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_cobertura_anual.csv",14,3,NA
"2025-10-01 12:40:31","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_duplicados_clave.csv",0,4,NA
"2025-10-01 12:40:31","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_no_negatividad.csv",0,4,NA
"2025-10-01 12:40:31","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_nacional_vs_suma_ccaa.csv",616,7,NA
"2025-10-01 12:40:31","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_summary_checks.csv",6,4,NA
"2025-10-01 12:40:32","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_conocidos_panel_ccaa.csv",11704,4,NA
"2025-10-01 12:40:32","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_conocidos_total_nacional_por_tipo.csv",602,3,NA
"2025-10-01 12:40:32","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_conocidos_total_nacional.csv",14,2,NA
"2025-10-01 12:44:43","read","10_limpieza_arope.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/arope.csv",1632,5,"sep=;;enc=UTF-8"
"2025-10-01 12:44:44","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/arope_componentes.csv",56,3,NA
"2025-10-01 13:03:41","read","14_build_hechos_esclarecidos.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_esclarecidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-10-01 13:03:41","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_regiones_especiales_counts.csv",3,2,NA
"2025-10-01 13:03:41","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_nacional_vs_sum_ccaa.csv",616,7,NA
"2025-10-01 13:03:41","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_total_vs_suma_categorias.csv",14,4,NA
"2025-10-01 13:03:41","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_unit_detection.csv",1,4,NA
"2025-10-01 13:03:42","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_esclarecidos_panel_ccaa.csv",11704,4,NA
"2025-10-01 13:03:42","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_esclarecidos_total_nacional_por_tipo.csv",616,3,NA
"2025-10-01 13:03:42","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_esclarecidos_total_nacional.csv",14,2,NA
"2025-10-01 13:03:42","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_cov_years.csv",14,2,NA
"2025-10-01 13:03:42","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_dups_keys.csv",0,4,NA
"2025-10-01 13:03:42","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_vs_hc_fullcheck.csv",616,6,NA
"2025-10-01 13:03:42","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_vs_hc_violaciones.csv",0,6,NA
"2025-10-01 13:03:42","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_qa_summary.csv",5,4,NA
"2025-10-01 14:00:31","read","14_build_hechos_esclarecidos.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_esclarecidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-10-01 14:00:32","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_regiones_especiales_counts.csv",3,2,NA
"2025-10-01 14:00:32","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_nacional_vs_sum_ccaa.csv",616,7,NA
"2025-10-01 14:00:32","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_total_vs_suma_categorias.csv",14,4,NA
"2025-10-01 14:00:32","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_unit_detection.csv",1,4,NA
"2025-10-01 14:00:33","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_esclarecidos_panel_ccaa.csv",11704,4,NA
"2025-10-01 14:00:33","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_esclarecidos_total_nacional_por_tipo.csv",616,3,NA
"2025-10-01 14:00:33","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_esclarecidos_total_nacional.csv",14,2,NA
"2025-10-01 14:00:33","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_cov_years.csv",14,2,NA
"2025-10-01 14:00:33","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_dups_keys.csv",0,4,NA
"2025-10-01 14:00:33","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_vs_hc_fullcheck.csv",616,6,NA
"2025-10-01 14:00:33","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_vs_hc_violaciones.csv",0,6,NA
"2025-10-01 14:00:33","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_qa_summary.csv",5,4,NA
"2025-10-01 14:17:50","read","13_build_hechos_conocidos.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_conocidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-10-01 14:17:51","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_total_vs_suma_categorias.csv",14,4,NA
"2025-10-01 14:17:51","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_unidades_detectadas.csv",3,2,NA
"2025-10-01 14:17:51","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_cobertura_anual.csv",14,3,NA
"2025-10-01 14:17:51","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_duplicados_clave.csv",0,4,NA
"2025-10-01 14:17:51","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_no_negatividad.csv",0,4,NA
"2025-10-01 14:17:51","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_nacional_vs_suma_ccaa.csv",616,7,NA
"2025-10-01 14:17:51","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_summary_checks.csv",6,4,NA
"2025-10-01 14:17:52","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_conocidos_panel_ccaa.csv",11704,4,NA
"2025-10-01 14:17:52","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_conocidos_total_nacional_por_tipo.csv",602,3,NA
"2025-10-01 14:17:52","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_conocidos_total_nacional.csv",14,2,NA
"2025-10-01 15:00:27","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/arope.csv",1632,5,"sep=;;enc=UTF-8"
"2025-10-01 15:00:27","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_arope.csv",5,1,NA
"2025-10-01 15:00:28","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_arope.csv",5,3,NA
"2025-10-01 15:00:28","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/crecimiento_pib.csv",180,3,"sep=;;enc=UTF-8"
"2025-10-01 15:00:28","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_crecimiento_pib.csv",3,1,NA
"2025-10-01 15:00:28","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_crecimiento_pib.csv",3,3,NA
"2025-10-01 15:00:29","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/detenciones_extranjeros_tipologia.csv",36960,5,"sep=;;enc=UTF-8"
"2025-10-01 15:00:29","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_detenciones_extranjeros_tipologia.csv",5,1,NA
"2025-10-01 15:00:29","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_detenciones_extranjeros_tipologia.csv",4,3,NA
"2025-10-01 15:00:29","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/detenciones_tipologia.csv",12320,4,"sep=;;enc=UTF-8"
"2025-10-01 15:00:29","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_detenciones_tipologia.csv",4,1,NA
"2025-10-01 15:00:30","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_detenciones_tipologia.csv",3,3,NA
"2025-10-01 15:00:30","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/epa_activos_16_29_trimestral.csv",168,5,"sep=;;enc=UTF-8"
"2025-10-01 15:00:30","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_epa_activos_16_29_trimestral.csv",5,1,NA
"2025-10-01 15:00:30","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_epa_activos_16_29_trimestral.csv",5,3,NA
"2025-10-01 15:00:31","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/estat_nama_10_pc_filtered_en.csv",14190,19,"sep=,;enc=UTF-8"
"2025-10-01 15:00:31","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_estat_nama_10_pc_filtered_en.csv",19,1,NA
"2025-10-01 15:00:31","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_estat_nama_10_pc_filtered_en.csv",18,3,NA
"2025-10-01 15:00:31","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/gini.csv",28,3,"sep=;;enc=UTF-8"
"2025-10-01 15:00:31","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_gini.csv",3,1,NA
"2025-10-01 15:00:31","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_gini.csv",3,3,NA
"2025-10-01 15:00:32","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_conocidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-10-01 15:00:32","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_hechos_conocidos.csv",4,1,NA
"2025-10-01 15:00:32","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_hechos_conocidos.csv",3,3,NA
"2025-10-01 15:00:32","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_esclarecidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-10-01 15:00:32","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_hechos_esclarecidos.csv",4,1,NA
"2025-10-01 15:00:32","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_hechos_esclarecidos.csv",3,3,NA
"2025-10-01 15:00:38","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/poblacion_espana.csv",384480,5,"sep=;;enc=UTF-8"
"2025-10-01 15:00:38","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_poblacion_espana.csv",5,1,NA
"2025-10-01 15:00:39","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_poblacion_espana.csv",4,3,NA
"2025-10-01 15:00:40","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/tasas_paro.csv",3666,4,"sep=;;enc=UTF-8"
"2025-10-01 15:00:40","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_tasas_paro.csv",4,1,NA
"2025-10-01 15:00:40","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_tasas_paro.csv",3,3,NA
"2025-10-01 15:00:40","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/umbral_pobreza.csv",128,4,"sep=;;enc=UTF-8"
"2025-10-01 15:00:40","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_umbral_pobreza.csv",4,1,NA
"2025-10-01 15:00:40","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_umbral_pobreza.csv",4,3,NA
"2025-10-01 15:00:40","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/resumen_raw.csv",12,12,NA
"2025-10-01 15:00:40","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_sep_encoding.csv",12,3,NA
"2025-10-01 15:00:41","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_numeric_parse_samples.csv",7,4,NA
"2025-10-01 15:00:41","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_file_logs.csv",12,4,NA
"2025-10-01 15:00:41","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/acciones_prioritarias.csv",8,3,NA
"2025-10-01 15:12:19","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/arope.csv",1632,5,"sep=;;enc=UTF-8"
"2025-10-01 15:12:19","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_arope.csv",5,1,NA
"2025-10-01 15:12:20","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_arope.csv",5,3,NA
"2025-10-01 15:12:20","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/crecimiento_pib.csv",180,3,"sep=;;enc=UTF-8"
"2025-10-01 15:12:20","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_crecimiento_pib.csv",3,1,NA
"2025-10-01 15:12:20","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_crecimiento_pib.csv",3,3,NA
"2025-10-01 15:12:21","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/detenciones_extranjeros_tipologia.csv",36960,5,"sep=;;enc=UTF-8"
"2025-10-01 15:12:21","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_detenciones_extranjeros_tipologia.csv",5,1,NA
"2025-10-01 15:12:21","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_detenciones_extranjeros_tipologia.csv",4,3,NA
"2025-10-01 15:12:21","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/detenciones_tipologia.csv",12320,4,"sep=;;enc=UTF-8"
"2025-10-01 15:12:21","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_detenciones_tipologia.csv",4,1,NA
"2025-10-01 15:12:21","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_detenciones_tipologia.csv",3,3,NA
"2025-10-01 15:12:22","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/epa_activos_16_29_trimestral.csv",168,5,"sep=;;enc=UTF-8"
"2025-10-01 15:12:22","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_epa_activos_16_29_trimestral.csv",5,1,NA
