ano,tipo,valor
2020,1.1.-Homicidios dolosos/asesinatos,1101
2020,1.1.1.-Homicidios dolosos/asesinatos consumados,279
2020,1.2.-Lesiones,64416
2020,1.3.-Malos tratos ámbito familiar,73699
2020,1.4.-Otros contra las personas,2653
2020,10. ORDEN PÚBLICO,28039
2020,11. LEGISLACIÓN ESPECIAL,270
2020,12. OTRAS INFRACCIONES PENALES,6686
2020,2. CONTRA LA LIBERTAD,94335
2020,2.1.-Malos tratos habituales en el ámbito familiar,11329
2020,2.2.-Otros contra la libertad,83006
2020,3. LIBERTAD SEXUAL,10293
2020,3.1.-Agresión sexual,5964
2020,3.2.-Agresión sexual con penetración,2364
2020,3.3.-Corrupción de menores o incapacitados,242
2020,3.4.-Pornografía de menores,450
2020,3.5.-Otros contra la libertad sexual,1273
2020,4. RELACIONES FAMILIARES,6397
2020,5. PATRIMONIO,233211
2020,5.1.-Hurtos,77262
2020,5.2.-Robos con fuerza en las cosas,31282
2020,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,6103
2020,5.2.2.-Robos con fuerza en viviendas,10753
2020,5.2.3.-Robos con fuerza en establecimientos,7570
2020,5.3.-Robos con violencia o intimidación,14569
2020,5.3.1.-Robos con violencia en vía pública,7998
2020,5.3.2.-Robos con violencia en viviendas,1351
2020,5.3.3.-Robos con violencia en establecimientos,3558
2020,5.4.-Sustracción de vehículos,8159
2020,5.5.-Estafas,46601
2020,5.5.1.-Estafas informáticas,25596
2020,5.6.-Daños,25708
2020,5.7.-Contra la propiedad intelectual/industrial,792
2020,5.8.-Blanqueo de capitales,287
2020,5.9.-Otros contra el patrimonio,28551
2020,6. SEGURIDAD COLECTIVA,54163
2020,6.1.-Tráfico de drogas,14717
2020,6.2.-Contra la seguridad vial,38210
2020,6.3.-Otros contra la seguridad colectiva,1236
2020,7. FALSEDADES,11492
2020,8. ADMÓN. PÚBLICA,231
2020,9. ADMÓN. JUSTICIA,29679
2020,TOTAL INFRACCIONES PENALES,616665
2021,1. CONTRA LAS PERSONAS,159540
2021,1.1.-Homicidios dolosos/asesinatos,1165
2021,1.1.1.-Homicidios dolosos/asesinatos consumados,261
2021,1.2.-Lesiones,74813
2021,1.3.-Malos tratos ámbito familiar,80426
2021,1.4.-Otros contra las personas,3136
2021,10. ORDEN PÚBLICO,25517
2021,11. LEGISLACIÓN ESPECIAL,289
2021,12. OTRAS INFRACCIONES PENALES,7117
2021,2. CONTRA LA LIBERTAD,104418
2021,2.1.-Malos tratos habituales en el ámbito familiar,12617
2021,2.2.-Otros contra la libertad,91801
2021,3. LIBERTAD SEXUAL,13253
2021,3.1.-Agresión sexual,8052
2021,3.2.-Agresión sexual con penetración,3128
2021,3.3.-Corrupción de menores o incapacitados,239
2021,3.4.-Pornografía de menores,502
2021,3.5.-Otros contra la libertad sexual,1332
2021,4. RELACIONES FAMILIARES,6970
2021,5. PATRIMONIO,260085
2021,5.1.-Hurtos,89799
2021,5.2.-Robos con fuerza en las cosas,31201
2021,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,7742
2021,5.2.2.-Robos con fuerza en viviendas,10004
2021,5.2.3.-Robos con fuerza en establecimientos,7145
2021,5.3.-Robos con violencia o intimidación,16037
2021,5.3.1.-Robos con violencia en vía pública,8999
2021,5.3.2.-Robos con violencia en viviendas,1479
2021,5.3.3.-Robos con violencia en establecimientos,3644
2021,5.4.-Sustracción de vehículos,7893
2021,5.5.-Estafas,53765
2021,5.5.1.-Estafas informáticas,32085
2021,5.6.-Daños,29943
2021,5.7.-Contra la propiedad intelectual/industrial,1018
2021,5.8.-Blanqueo de capitales,311
2021,5.9.-Otros contra el patrimonio,30118
2021,6. SEGURIDAD COLECTIVA,61529
2021,6.1.-Tráfico de drogas,15631
2021,6.2.-Contra la seguridad vial,44553
2021,6.3.-Otros contra la seguridad colectiva,1345
2021,7. FALSEDADES,14417
2021,8. ADMÓN. PÚBLICA,407
2021,9. ADMÓN. JUSTICIA,31841
2021,TOTAL INFRACCIONES PENALES,685383
2022,1. CONTRA LAS PERSONAS,181894
2022,1.1.-Homicidios dolosos/asesinatos,1384
2022,1.1.1.-Homicidios dolosos/asesinatos consumados,319
2022,1.2.-Lesiones,86577
2022,1.3.-Malos tratos ámbito familiar,90267
2022,1.4.-Otros contra las personas,3666
2022,10. ORDEN PÚBLICO,26520
2022,11. LEGISLACIÓN ESPECIAL,287
2022,12. OTRAS INFRACCIONES PENALES,7283
2022,2. CONTRA LA LIBERTAD,107702
2022,2.1.-Malos tratos habituales en el ámbito familiar,13288
2022,2.2.-Otros contra la libertad,94414
2022,3. LIBERTAD SEXUAL,14555
2022,3.1.-Agresión sexual,8980
2022,3.2.-Agresión sexual con penetración,3410
2022,3.3.-Corrupción de menores o incapacitados,269
2022,3.4.-Pornografía de menores,464
2022,3.5.-Otros contra la libertad sexual,1432
2022,4. RELACIONES FAMILIARES,7055
2022,5. PATRIMONIO,305922
2022,5.1.-Hurtos,113226
2022,5.2.-Robos con fuerza en las cosas,35668
2022,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,9060
2022,5.2.2.-Robos con fuerza en viviendas,10927
2022,5.2.3.-Robos con fuerza en establecimientos,8086
