sexo,edad,tasa_de_riesgo_de_pobreza_o_exclusion_social_y_sus_componentes,periodo,total
Hombres,De 18 a 64 años,Con carencia material severa,2015,"6,8"
Hombres,De 18 a 64 años,Con carencia material severa,2014,"7,5"
Hombres,De 18 a 64 años,Con carencia material severa,2013,"6,6"
Hombres,De 18 a 64 años,Con carencia material severa,2012,"6,5"
Hombres,De 18 a 64 años,Con carencia material severa,2011,"4,7"
Hombres,De 18 a 64 años,Con carencia material severa,2010,"4,7"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"8,5"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"8,4"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"12,0"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"10,4"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"10,8"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"11,0"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"13,4"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"15,7"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"17,0"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"17,9"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"16,3"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"14,5"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"13,5"
Hombres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"11,3"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"27,5"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"27,1"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"28,3"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"27,2"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"26,0"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"27,0"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"27,1"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"27,9"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"28,3"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"28,9"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"26,7"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"27,2"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"27,4"
Mujeres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"26,7"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2023,"20,8"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2022,"21,1"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2021,"22,2"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2020,"21,7"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2019,"21,1"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2018,"22,2"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2017,"22,2"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2016,"22,1"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2015,"21,8"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2014,"22,1"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2013,"19,9"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2012,"20,9"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2011,"21,4"
Mujeres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2010,"21,3"
Mujeres,Total,Con carencia material severa,2023,"9,0"
Mujeres,Total,Con carencia material severa,2022,"8,3"
Mujeres,Total,Con carencia material severa,2021,"7,4"
Mujeres,Total,Con carencia material severa,2020,"7,0"
Mujeres,Total,Con carencia material severa,2019,"4,8"
Mujeres,Total,Con carencia material severa,2018,"5,5"
Mujeres,Total,Con carencia material severa,2017,"5,3"
Mujeres,Total,Con carencia material severa,2016,"6,2"
Mujeres,Total,Con carencia material severa,2015,"6,3"
Mujeres,Total,Con carencia material severa,2014,"7,1"
Mujeres,Total,Con carencia material severa,2013,"6,1"
Mujeres,Total,Con carencia material severa,2012,"5,5"
Mujeres,Total,Con carencia material severa,2011,"4,6"
Mujeres,Total,Con carencia material severa,2010,"5,1"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"8,7"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"9,3"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"12,1"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"10,1"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"11,7"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"11,2"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"13,2"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"14,8"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"15,1"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"17,2"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"15,4"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"14,8"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"13,8"
Mujeres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"11,0"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"33,0"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"31,4"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"32,3"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"31,1"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"32,1"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"29,9"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"31,5"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"31,0"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"32,9"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"35,3"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"30,4"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"32,0"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"32,9"
Mujeres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"33,5"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"27,8"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"27,0"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"28,4"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"27,7"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"28,2"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"26,9"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"28,6"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"28,6"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"28,6"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"29,8"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"25,0"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"27,8"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"28,2"
Mujeres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"29,6"
Mujeres,Menores de 16 años,Con carencia material severa,2023,"11,1"
Mujeres,Menores de 16 años,Con carencia material severa,2022,"10,7"
Mujeres,Menores de 16 años,Con carencia material severa,2021,"8,7"
Mujeres,Menores de 16 años,Con carencia material severa,2020,"9,1"
Mujeres,Menores de 16 años,Con carencia material severa,2019,"6,3"
Mujeres,Menores de 16 años,Con carencia material severa,2018,"6,6"
Mujeres,Menores de 16 años,Con carencia material severa,2017,"7,2"
Mujeres,Menores de 16 años,Con carencia material severa,2016,"7,8"
Mujeres,Menores de 16 años,Con carencia material severa,2015,"8,2"
Mujeres,Menores de 16 años,Con carencia material severa,2014,"9,3"
Mujeres,Menores de 16 años,Con carencia material severa,2013,"8,0"
Mujeres,Menores de 16 años,Con carencia material severa,2012,"7,2"
Mujeres,Menores de 16 años,Con carencia material severa,2011,"5,2"
Mujeres,Menores de 16 años,Con carencia material severa,2010,"7,6"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"6,7"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"6,5"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"8,8"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"6,6"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"9,4"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"7,4"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"9,9"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"10,4"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"11,8"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"14,3"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"12,8"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"12,7"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"12,1"
Mujeres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"10,4"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"30,0"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"30,4"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"34,2"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"29,3"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"33,8"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"37,2"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"36,5"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"38,1"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"37,2"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"36,0"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"32,2"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"33,9"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"32,0"
Mujeres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"29,1"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"20,9"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"21,8"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"25,0"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"22,8"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"28,6"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"31,2"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"30,5"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"30,0"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"28,9"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"28,3"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"23,9"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"26,3"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"24,1"
Mujeres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"23,2"
Mujeres,De 16 a 29 años,Con carencia material severa,2023,"10,5"
Mujeres,De 16 a 29 años,Con carencia material severa,2022,"9,6"
Mujeres,De 16 a 29 años,Con carencia material severa,2021,"10,1"
Mujeres,De 16 a 29 años,Con carencia material severa,2020,"8,8"
Mujeres,De 16 a 29 años,Con carencia material severa,2019,"5,9"
Mujeres,De 16 a 29 años,Con carencia material severa,2018,"7,7"
Mujeres,De 16 a 29 años,Con carencia material severa,2017,"6,7"
Mujeres,De 16 a 29 años,Con carencia material severa,2016,"8,9"
Mujeres,De 16 a 29 años,Con carencia material severa,2015,"8,5"
Mujeres,De 16 a 29 años,Con carencia material severa,2014,"9,8"
Mujeres,De 16 a 29 años,Con carencia material severa,2013,"8,1"
Mujeres,De 16 a 29 años,Con carencia material severa,2012,"6,9"
Mujeres,De 16 a 29 años,Con carencia material severa,2011,"6,5"
Mujeres,De 16 a 29 años,Con carencia material severa,2010,"6,8"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"8,6"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"9,8"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"13,2"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"9,7"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"11,8"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"12,8"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"14,3"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"17,0"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"16,3"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"18,3"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"15,3"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"15,4"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"14,8"
Mujeres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"10,2"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"27,4"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"27,0"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"28,0"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"27,7"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"25,2"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"25,5"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"25,5"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"27,4"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"28,3"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"30,2"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"27,5"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"28,0"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"26,2"
Mujeres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"24,2"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"20,7"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"21,1"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"22,2"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"21,3"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"19,5"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"20,9"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"21,0"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"21,7"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"21,8"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"23,2"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"21,1"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"21,9"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"20,6"
Mujeres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"18,9"
Mujeres,De 30 a 44 años,Con carencia material severa,2023,"10,0"
Mujeres,De 30 a 44 años,Con carencia material severa,2022,"10,1"
Mujeres,De 30 a 44 años,Con carencia material severa,2021,"8,1"
Mujeres,De 30 a 44 años,Con carencia material severa,2020,"8,1"
Mujeres,De 30 a 44 años,Con carencia material severa,2019,"5,7"
Mujeres,De 30 a 44 años,Con carencia material severa,2018,"5,3"
Mujeres,De 30 a 44 años,Con carencia material severa,2017,"5,1"
Mujeres,De 30 a 44 años,Con carencia material severa,2016,"6,1"
Mujeres,De 30 a 44 años,Con carencia material severa,2015,"7,8"
Mujeres,De 30 a 44 años,Con carencia material severa,2014,"7,8"
Mujeres,De 30 a 44 años,Con carencia material severa,2013,"7,3"
Mujeres,De 30 a 44 años,Con carencia material severa,2012,"6,4"
Mujeres,De 30 a 44 años,Con carencia material severa,2011,"4,9"
Mujeres,De 30 a 44 años,Con carencia material severa,2010,"5,4"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"7,2"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"6,9"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"9,6"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"8,0"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"8,7"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"8,3"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"9,4"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"10,7"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"11,0"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"13,8"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"12,7"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"11,8"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"11,3"
Mujeres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"7,8"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"27,0"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"26,4"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"28,5"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"27,3"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"27,0"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"27,8"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"28,6"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"31,1"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"31,1"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"31,3"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"29,3"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"27,4"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"25,7"
Mujeres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"24,9"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"18,0"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"18,3"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"19,8"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"19,3"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"19,8"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"20,7"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"20,3"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"21,6"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"20,5"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"20,3"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"18,5"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"17,2"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"16,3"
Mujeres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"15,7"
Mujeres,De 45 a 64 años,Con carencia material severa,2023,"9,5"
Mujeres,De 45 a 64 años,Con carencia material severa,2022,"8,1"
Mujeres,De 45 a 64 años,Con carencia material severa,2021,"7,5"
Mujeres,De 45 a 64 años,Con carencia material severa,2020,"7,1"
Mujeres,De 45 a 64 años,Con carencia material severa,2019,"4,6"
Mujeres,De 45 a 64 años,Con carencia material severa,2018,"5,6"
Mujeres,De 45 a 64 años,Con carencia material severa,2017,"5,5"
Mujeres,De 45 a 64 años,Con carencia material severa,2016,"6,6"
Mujeres,De 45 a 64 años,Con carencia material severa,2015,"5,7"
Mujeres,De 45 a 64 años,Con carencia material severa,2014,"6,8"
Mujeres,De 45 a 64 años,Con carencia material severa,2013,"4,9"
Mujeres,De 45 a 64 años,Con carencia material severa,2012,"4,6"
Mujeres,De 45 a 64 años,Con carencia material severa,2011,"4,2"
Mujeres,De 45 a 64 años,Con carencia material severa,2010,"4,0"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"11,2"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"12,9"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"15,8"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"14,6"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"15,9"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"15,7"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"18,7"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"21,0"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"21,2"
