sexo,edad,tasa_de_riesgo_de_pobreza_o_exclusion_social_y_sus_componentes,periodo,total
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"22,7"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"24,3"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"22,6"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"24,6"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"25,5"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"26,5"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"29,1"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"29,6"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"26,9"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"24,5"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"24,3"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"20,5"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"19,6"
Hombres,De 16 a 29 años,Con carencia material severa,2023,"12,5"
Hombres,De 16 a 29 años,Con carencia material severa,2022,"10,7"
Hombres,De 16 a 29 años,Con carencia material severa,2021,"9,7"
Hombres,De 16 a 29 años,Con carencia material severa,2020,"9,8"
Hombres,De 16 a 29 años,Con carencia material severa,2019,"5,8"
Hombres,De 16 a 29 años,Con carencia material severa,2018,"6,4"
Hombres,De 16 a 29 años,Con carencia material severa,2017,"6,7"
Hombres,De 16 a 29 años,Con carencia material severa,2016,"7,9"
Hombres,De 16 a 29 años,Con carencia material severa,2015,"8,2"
Hombres,De 16 a 29 años,Con carencia material severa,2014,"7,7"
Hombres,De 16 a 29 años,Con carencia material severa,2013,"6,8"
Hombres,De 16 a 29 años,Con carencia material severa,2012,"8,4"
Hombres,De 16 a 29 años,Con carencia material severa,2011,"5,4"
Hombres,De 16 a 29 años,Con carencia material severa,2010,"5,9"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"10,3"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"8,6"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"14,1"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"11,4"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"10,4"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"10,5"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"15,1"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"18,2"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"20,4"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"18,3"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"18,5"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"15,6"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"13,6"
Hombres,De 16 a 29 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"10,4"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"24,4"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"24,4"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"26,6"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"23,6"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"24,2"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"23,3"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"24,6"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"26,7"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"28,7"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"30,5"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"28,6"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"28,0"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"25,8"
Hombres,De 30 a 44 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"25,6"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"16,5"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"17,2"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"20,0"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"17,6"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"18,1"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"17,7"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"18,4"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"21,0"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"21,7"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"22,6"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"20,4"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"20,5"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"18,8"
Hombres,De 30 a 44 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"18,7"
Hombres,De 30 a 44 años,Con carencia material severa,2023,"9,4"
Hombres,De 30 a 44 años,Con carencia material severa,2022,"8,8"
Hombres,De 30 a 44 años,Con carencia material severa,2021,"6,9"
Hombres,De 30 a 44 años,Con carencia material severa,2020,"6,8"
Hombres,De 30 a 44 años,Con carencia material severa,2019,"4,5"
Hombres,De 30 a 44 años,Con carencia material severa,2018,"4,6"
Hombres,De 30 a 44 años,Con carencia material severa,2017,"4,5"
Hombres,De 30 a 44 años,Con carencia material severa,2016,"4,9"
Hombres,De 30 a 44 años,Con carencia material severa,2015,"5,7"
Hombres,De 30 a 44 años,Con carencia material severa,2014,"8,0"
Hombres,De 30 a 44 años,Con carencia material severa,2013,"8,0"
Hombres,De 30 a 44 años,Con carencia material severa,2012,"7,5"
Hombres,De 30 a 44 años,Con carencia material severa,2011,"4,9"
Hombres,De 30 a 44 años,Con carencia material severa,2010,"5,0"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"6,9"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"7,3"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"9,7"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"8,0"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"8,7"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"8,9"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"10,2"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"11,1"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"12,7"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"15,1"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"13,6"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"12,5"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"12,0"
Hombres,De 30 a 44 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"10,4"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"25,1"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"24,1"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"26,7"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"25,5"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"25,3"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"27,5"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"27,5"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"29,9"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"30,8"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"30,7"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"28,5"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"27,0"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"25,8"
Hombres,De 45 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"23,4"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"17,6"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"17,6"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"19,7"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"19,1"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"19,5"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"21,9"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"20,8"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"22,3"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"22,2"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"21,6"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"19,4"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"18,8"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"17,8"
Hombres,De 45 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"17,0"
Hombres,De 45 a 64 años,Con carencia material severa,2023,"8,2"
Hombres,De 45 a 64 años,Con carencia material severa,2022,"7,0"
Hombres,De 45 a 64 años,Con carencia material severa,2021,"7,0"
Hombres,De 45 a 64 años,Con carencia material severa,2020,"6,3"
Hombres,De 45 a 64 años,Con carencia material severa,2019,"4,7"
Hombres,De 45 a 64 años,Con carencia material severa,2018,"6,0"
Hombres,De 45 a 64 años,Con carencia material severa,2017,"6,0"
Hombres,De 45 a 64 años,Con carencia material severa,2016,"6,0"
Hombres,De 45 a 64 años,Con carencia material severa,2015,"7,2"
Hombres,De 45 a 64 años,Con carencia material severa,2014,"7,0"
Hombres,De 45 a 64 años,Con carencia material severa,2013,"5,1"
Hombres,De 45 a 64 años,Con carencia material severa,2012,"4,5"
Hombres,De 45 a 64 años,Con carencia material severa,2011,"4,0"
Hombres,De 45 a 64 años,Con carencia material severa,2010,"4,0"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"8,7"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"9,1"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"12,7"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"11,9"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"13,0"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"13,2"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"15,4"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"19,3"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"19,5"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"20,7"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"18,5"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"16,4"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"15,4"
Hombres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"13,5"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"18,5"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"18,7"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"17,5"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"18,4"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"15,7"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"16,3"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"14,5"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"13,8"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"12,2"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"11,4"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"13,8"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"16,1"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"18,9"
Hombres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"20,2"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"15,8"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"16,3"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"14,8"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"16,4"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"14,5"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"14,7"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"13,5"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"12,7"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"11,1"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"10,0"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"12,1"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"14,7"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"17,5"
Hombres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"19,4"
Hombres,65 y más años,Con carencia material severa,2023,"4,9"
Hombres,65 y más años,Con carencia material severa,2022,"3,9"
Hombres,65 y más años,Con carencia material severa,2021,"4,8"
Hombres,65 y más años,Con carencia material severa,2020,"3,5"
Hombres,65 y más años,Con carencia material severa,2019,"2,4"
Hombres,65 y más años,Con carencia material severa,2018,"3,2"
Hombres,65 y más años,Con carencia material severa,2017,"1,6"
Hombres,65 y más años,Con carencia material severa,2016,"1,9"
Hombres,65 y más años,Con carencia material severa,2015,"1,8"
Hombres,65 y más años,Con carencia material severa,2014,"1,9"
Hombres,65 y más años,Con carencia material severa,2013,"2,5"
Hombres,65 y más años,Con carencia material severa,2012,"2,5"
Hombres,65 y más años,Con carencia material severa,2011,"2,5"
Hombres,65 y más años,Con carencia material severa,2010,"1,7"
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,..
Hombres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,..
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"34,7"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"32,7"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"32,8"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"31,3"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"28,6"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"28,4"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"30,8"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"33,5"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"35,0"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"36,2"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"34,1"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"31,8"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"31,0"
Hombres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"32,7"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"29,8"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"28,7"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"28,8"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"27,2"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"26,5"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"26,0"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"27,9"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"30,2"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"29,9"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"31,1"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"29,1"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"27,2"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"26,6"
Hombres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"28,7"
Hombres,Menos de 18 años,Con carencia material severa,2023,"10,8"
Hombres,Menos de 18 años,Con carencia material severa,2022,"9,7"
Hombres,Menos de 18 años,Con carencia material severa,2021,"8,9"
Hombres,Menos de 18 años,Con carencia material severa,2020,"9,0"
Hombres,Menos de 18 años,Con carencia material severa,2019,"5,9"
Hombres,Menos de 18 años,Con carencia material severa,2018,"6,1"
Hombres,Menos de 18 años,Con carencia material severa,2017,"5,7"
Hombres,Menos de 18 años,Con carencia material severa,2016,"6,3"
Hombres,Menos de 18 años,Con carencia material severa,2015,"9,8"
Hombres,Menos de 18 años,Con carencia material severa,2014,"9,8"
Hombres,Menos de 18 años,Con carencia material severa,2013,"8,5"
Hombres,Menos de 18 años,Con carencia material severa,2012,"7,9"
Hombres,Menos de 18 años,Con carencia material severa,2011,"5,1"
Hombres,Menos de 18 años,Con carencia material severa,2010,"7,0"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"7,6"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"7,0"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"8,9"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"7,5"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"7,6"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"7,3"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"9,4"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"12,3"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"11,9"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"14,3"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"14,8"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"11,4"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"11,0"
Hombres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"8,4"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"26,2"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"25,2"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"27,9"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"26,0"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"25,7"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"26,5"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"27,5"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"29,9"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"31,4"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"31,7"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"29,4"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"28,5"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"26,2"
Hombres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"24,5"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"17,7"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"18,2"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"20,6"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"19,2"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"19,9"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"21,0"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"21,0"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"22,8"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"23,1"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"22,8"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"20,5"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"20,3"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"18,5"
Hombres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"17,8"
Hombres,De 18 a 64 años,Con carencia material severa,2023,"9,4"
Hombres,De 18 a 64 años,Con carencia material severa,2022,"8,3"
Hombres,De 18 a 64 años,Con carencia material severa,2021,"7,4"
Hombres,De 18 a 64 años,Con carencia material severa,2020,"7,2"
Hombres,De 18 a 64 años,Con carencia material severa,2019,"4,8"
Hombres,De 18 a 64 años,Con carencia material severa,2018,"5,5"
Hombres,De 18 a 64 años,Con carencia material severa,2017,"5,6"
Hombres,De 18 a 64 años,Con carencia material severa,2016,"5,9"
