ano,tipo,sexo,valor
2023,5. patrimonio,total,83969
2023,5.1.-hurtos,hombres,30791
2023,5.1.-hurtos,mujeres,9860
2023,5.1.-hurtos,total,40651
2023,5.2.-robos con fuerza en las cosas,hombres,10068
2023,5.2.-robos con fuerza en las cosas,mujeres,600
2023,5.2.-robos con fuerza en las cosas,total,10668
2023,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,hombres,2696
2023,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,mujeres,127
2023,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,2823
2023,5.2.2.-robos con fuerza en viviendas,hombres,3190
2023,5.2.2.-robos con fuerza en viviendas,mujeres,299
2023,5.2.2.-robos con fuerza en viviendas,total,3489
2023,5.2.3.-robos con fuerza en establecimientos,hombres,2182
2023,5.2.3.-robos con fuerza en establecimientos,mujeres,65
2023,5.2.3.-robos con fuerza en establecimientos,total,2247
2023,5.3.-robos con violencia o intimidacion,hombres,10032
2023,5.3.-robos con violencia o intimidacion,mujeres,521
2023,5.3.-robos con violencia o intimidacion,total,10553
2023,5.3.1.-robos con violencia en via publica,hombres,6792
2023,5.3.1.-robos con violencia en via publica,mujeres,252
2023,5.3.1.-robos con violencia en via publica,total,7044
2023,5.3.2.-robos con violencia en viviendas,hombres,468
2023,5.3.2.-robos con violencia en viviendas,mujeres,56
2023,5.3.2.-robos con violencia en viviendas,total,524
2023,5.3.3.-robos con violencia en establecimientos,hombres,1642
2023,5.3.3.-robos con violencia en establecimientos,mujeres,168
2023,5.3.3.-robos con violencia en establecimientos,total,1810
2023,5.4.-sustraccion de vehiculos,hombres,1022
2023,5.4.-sustraccion de vehiculos,mujeres,82
2023,5.4.-sustraccion de vehiculos,total,1104
2023,5.5.-estafas,hombres,4500
2023,5.5.-estafas,mujeres,1501
2023,5.5.-estafas,total,6001
2023,5.5.1.-estafas informaticas,hombres,1778
2023,5.5.1.-estafas informaticas,mujeres,688
2023,5.5.1.-estafas informaticas,total,2466
2023,5.6.-danos,hombres,3060
2023,5.6.-danos,mujeres,469
2023,5.6.-danos,total,3529
2023,5.7.-contra la propiedad intelectual/industrial,hombres,713
2023,5.7.-contra la propiedad intelectual/industrial,mujeres,113
2023,5.7.-contra la propiedad intelectual/industrial,total,826
2023,5.8.-blanqueo de capitales,hombres,91
2023,5.8.-blanqueo de capitales,mujeres,55
2023,5.8.-blanqueo de capitales,total,146
2023,5.9.-otros contra el patrimonio,hombres,8265
2023,5.9.-otros contra el patrimonio,mujeres,2226
2023,5.9.-otros contra el patrimonio,total,10491
2023,6. seguridad colectiva,hombres,19414
2023,6. seguridad colectiva,mujeres,1939
2023,6. seguridad colectiva,total,21353
2023,6.1.-trafico de drogas,hombres,8724
2023,6.1.-trafico de drogas,mujeres,828
2023,6.1.-trafico de drogas,total,9552
2023,6.2.-contra la seguridad vial,hombres,10295
2023,6.2.-contra la seguridad vial,mujeres,1027
2023,6.2.-contra la seguridad vial,total,11322
2023,6.3.-otros contra la seguridad colectiva,hombres,395
2023,6.3.-otros contra la seguridad colectiva,mujeres,84
2023,6.3.-otros contra la seguridad colectiva,total,479
2023,7. falsedades,hombres,5833
2023,7. falsedades,mujeres,1043
2023,7. falsedades,total,6876
2023,8. admon. publica,hombres,30
2023,8. admon. publica,mujeres,7
2023,8. admon. publica,total,37
2023,9. admon. justicia,hombres,7778
2023,9. admon. justicia,mujeres,647
2023,9. admon. justicia,total,8425
2023,total infracciones penales,hombres,166244
2023,total infracciones penales,mujeres,30852
2023,total infracciones penales,total,197096
